feature_id,facility_name_ar,facility_type,city_ar,approved_candidate_image_id,master_image_id,visual_match_status,facility_identity_status,primary_suitability,technical_quality,reviewer_name,review_date,rights_status,institutional_approval_status,publication_status,next_action
LY-HOT-000320,فندق الرحال,apartment_hotel,,,IMG-F35449759FEAB1E9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000321,الوادي 2 للشقق الفندقية,hotel,,,IMG-18D2823CC6168755,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000322,الأطلس للشقق الفندقية,hotel,,,IMG-00A08FB9993FDC6A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000323,فندق بيزا السياحي,resort,,,IMG-18EEA34E41204D8F,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000324,فندق قوز التيك,hotel,,,IMG-1389659C2264D447,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000331,فندق الراحة اجدابيا,hotel,,,IMG-558CE15AD985397D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000332,عمار او المجد للشقق الفندقية,hotel,,,IMG-3EA653CB93695794,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000333,فندق مزايا اجدابيا,hostel,,,IMG-CCC9ACB679F36245,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000334,فندق التوجان السياحي,hostel,,,IMG-8E4C579EE177DF57,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000335,نزل وقاعة الهاشمي,apartment_hotel,,,IMG-882914DCCBCD4B08,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000336,نزل وقاعة زهرة الخليج,hostel,,,IMG-66BACF4E74F7ABB8,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000337,الهضبة للشقق الفندقية,apartment_hotel,,,IMG-EEEE06A8EE8A5BBE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000338,الامان للشقق الفندقية,apartment_hotel,,,IMG-D7CE0E4AF92A71CB,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000339,نزل ماريا MARIYA,apartment_hotel,,,IMG-AF253CDB6BCF82B9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000340,فندق الرابطة,hostel,,,IMG-F9AC1761B241CDCE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000342,فندق غريان السياحي,hotel,,,IMG-E46FAAB47F3CCBB1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000343,فندق روايال غريان,hostel,,,IMG-99A77748F15BA271,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000344,فندق حوش بوغنوش,hotel,,,IMG-6F6E80FA1C398EEC,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000345,فندق اللؤلؤة السياحي البضاء,hotel,,,IMG-BEF1F2F1E807EA48,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000346,فندق لؤلؤة الخليج البيضاء,hotel,,,IMG-7A5BB67D81637BF8,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000349,النوران_ للشقق_الفندقية,hostel,,,IMG-6E08B25C96998D68,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000352,فندق اية الجبل البيضاء,apartment_hotel,,,IMG-E3EC8DB4F82EDA83,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000355,فندق برونتو البيضاء,apartment_hotel,,,IMG-9309D223CFC81510,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000356,عمارة الجوري للشقق الفندقية,hotel,,,IMG-ED140BC6281F6CDD,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000357,فندق العنود البيضاء,apartment_hotel,,,IMG-E8A0ACB419E446F1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000358,فندق الفردوس للشقق الفندقية,apartment_hotel,,,IMG-9975F81187555CC5,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000360,فندق مرحبا للخدمات السياحية,hotel,,,IMG-B0AD9CF0FB43F42C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000361,عمارة اضواء ليبيا للشقق الفندقية البيضاء,hotel,,,IMG-623A6611F4B7698B,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000363,فندق المرقب السياحي الخمس,hostel,,,IMG-B13C3832364395E2,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000364,فندق التوليب السياحي الخمس,apartment_hotel,,,IMG-D11FAF6F6E87CFB4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000365,فندق بيت سباب الخمس,hotel,,,IMG-53FEC56240658906,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000366,فندق الاخوة السياحي الخمس,hotel,,,IMG-B43053CBB4A73052,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000375,فندق الخليج,hostel,,,IMG-009FCBE892318CFC,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000376,فندق أضواء قرطاج,hotel,,,IMG-CCFE684B5BBCEC7A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000377,فندق اجنحة قرطاج,hotel,,,IMG-FA780C750B848E8D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000378,فندق الباشا,hotel,,,IMG-CCCFE0B970F832F5,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000379,دار السلام للشقق الفندقية,hotel,,,IMG-5E477A1F8A6E89A1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000380,فندق نيو سيتي,hotel,,,IMG-85C063D8E242F238,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000384,فندق جولف,hotel,,,IMG-16B5AE44B2B3A4BB,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000385,فندق زهرة الشمس,hotel,,,IMG-200BAB60F0A18FCA,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000386,فندق سنترو,hotel,,,IMG-D8F8879D56CD066C,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000388,فندق كيان 2,hostel,,,IMG-B3423DCCF6AED163,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000389,فندق نور الثريا السياحى,hostel,,,IMG-2A4B90E2E75CC0CA,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000390,فندق أويا,hotel,,,IMG-9D034CE7E72965BE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000392,اجنحة كراون للشقق الفندقية,apartment_hotel,,,IMG-D40BFD5F1791242A,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000393,الدلتا للشقق الفندقية 2,apartment_hotel,,,IMG-A54E8C552428C2A1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000394,الدلتا للشقق الفندقية 1,apartment_hotel,,,IMG-5CF299F9826456A1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000395,الشاطي الذهبي,hotel,,,IMG-7914DB8D81DF2433,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000396,العنوان للشقق الفندقيه,apartment_hotel,,,IMG-30D22D96D4FCFF21,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000398,القبس لشقق الفندقيه,apartment_hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000399,الماسة للأجنحة الفندقية,apartment_hotel,,,IMG-B108DCDC5B17A513,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000400,المجرة للشقق الفندقية,apartment_hotel,,,IMG-28E682522CDA25C9,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000401,المكان للشقق الفندقية,apartment_hotel,,,IMG-AB80F3A7AC9DB921,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000402,اوكا لشقق الفندقيه vib,apartment_hotel,,,IMG-0C9EAEDEE2B58063,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000404,إقامة قورينا الفاخرة,apartment_hotel,,,IMG-04126E6080B045F0,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000405,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,,,IMG-5D78329B687890B1,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000406,بيت النوران للشقق الفندقية,apartment_hotel,,,IMG-FC46269845F8CE10,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000407,بيوت العاصمة للشقق الفندقية,apartment_hotel,,,IMG-A105AA72A1C35896,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000408,جواهر العاصمة للشقق الفندقية,hostel,,,IMG-4EC27B635DB76293,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000409,جولايا للشقق الفندقية,apartment_hotel,,,IMG-491C686DB6D65DE4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000410,جوهرة السلام للشقق الفندقية,apartment_hotel,,,IMG-F8219A12DC93F596,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000411,حدائق المشتل للشقق الفندقية,apartment_hotel,,,IMG-BC60B14A0F88EEA4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000412,دار الضيافة 2 للشقق الفندقية,apartment_hotel,,,,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000413,شركة العميد لايجار الشقق الفندقية,apartment_hotel,,,IMG-8DFBD08799490E77,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000414,شقق البرنس,apartment_hotel,,,IMG-1A5188ACCF8A12DE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000415,شقق الرواد المفروشة,apartment_hotel,,,IMG-7380249A8BF93BA4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000416,شقق فيلا ليبيا الفندقية,apartment_hotel,,,IMG-51291E43F2B090B3,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000417,فندق اكاكوس,hostel,,,IMG-89E98DEB4DDDEFFE,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000418,فندق الاخوة,hostel,,,IMG-FB3E8CA4F7E595E4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000419,فندق الاصالة,hostel,,,IMG-105BDC6F23C3BD0D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000421,فندق البتراء,hostel,,,IMG-86FE165F8F5ADA77,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000423,فندق البيت الراقي للشقق الفندقية,apartment_hotel,,,IMG-DA49C17306783B4F,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000424,فندق التاج,hotel,,,IMG-54088895E3542EC3,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000425,فندق التوفيق بلازا,hostel,,,IMG-8A7CD6243BB292CF,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000432,فندق الدبلوماسي,hotel,,,IMG-483CA60D335C3AB5,cannot_determine,cannot_determine,cannot_determine,low,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000434,فندق الديار,hotel,,,IMG-CBB5E7BC1A652E66,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000444,فندق الريان,hotel,,,IMG-2614A446FDF324E4,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000445,فندق الزيتونة,hostel,,,IMG-D23C714ED0FF8E33,cannot_determine,cannot_determine,cannot_determine,acceptable,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000446,فندق السرايا,hotel,,,IMG-A9FE60CE8BAB8B94,cannot_determine,cannot_determine,cannot_determine,high,,,unknown,false,pending_rights,needs_shared_conflict_resolution
LY-HOT-000484,فندق المهاري رادسون بلو,resort,,,IMG-D8ACC0812637695D,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000496,فندق اوال,hotel,,,IMG-B69842C26D2B8DC4,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),hotel,,,IMG-CD983E0AAA414E3B,cannot_determine,cannot_determine,cannot_determine,thumbnail_only,,,unknown,false,pending_rights,needs_manual_review
