feature_id,layer_id,source_status,operational_status_code,operational_status_ar,evidence_type,evidence_reference,confidence,institutional_confirmation_required,notes
LY-HOT-000330,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000331,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000332,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000333,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000334,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000335,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000336,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000337,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000338,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000339,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000340,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000341,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000342,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000343,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000344,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000345,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000346,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000347,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000348,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000349,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000350,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000351,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000352,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000353,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000354,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000355,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000356,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000357,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000358,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000359,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000360,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000361,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000362,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000363,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000364,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000365,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000366,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000367,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000368,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000369,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000370,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000371,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000372,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000373,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000374,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000375,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000376,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000377,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000378,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000379,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000380,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000381,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000382,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000383,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000384,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000385,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000386,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000387,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000388,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000389,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000390,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000391,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000392,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000393,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000394,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000395,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000396,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000397,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000398,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000399,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000400,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000401,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000402,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000403,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000404,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000405,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000406,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000407,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000408,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000409,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000410,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000411,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000412,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000413,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000414,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000415,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000416,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000417,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000418,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000419,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000420,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000421,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000422,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000423,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000424,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000425,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000426,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000427,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000428,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000429,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000430,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000431,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000432,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000433,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000434,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000435,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000436,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000439,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000440,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000441,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000442,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000443,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000444,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000445,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000446,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000447,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000448,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000449,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000450,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000451,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000452,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000453,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000454,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000455,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000456,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000457,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000458,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000459,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000460,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000461,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000462,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000463,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000464,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000465,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000466,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000467,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000468,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000469,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000470,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000471,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000472,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000473,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000474,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000475,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000476,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000477,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000478,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000481,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000482,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000483,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000484,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000485,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000486,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000487,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000488,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000489,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000490,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000491,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000492,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000493,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000494,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000495,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000496,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000497,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000498,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000499,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000500,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000501,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000502,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000503,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000504,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000505,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000506,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000507,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000508,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000509,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000510,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000511,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000512,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000513,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000514,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000515,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000516,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000517,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000518,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000519,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000520,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000521,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000522,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000523,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000524,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000525,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000526,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000527,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000528,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000529,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000530,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000531,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
LY-HOT-000532,hotels,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/hotels-team-update.kml,high,true,Unknown does not mean closed.
