feature_id,layer_id,feature_name_ar,facility_type,candidate_image_id,master_image_id,technical_quality,automatic_match_basis,visual_review_status,rights_status,institutional_approval_status,candidate_score,candidate_reason,manual_review_required,notes
LY-HOT-000001,hotels,فندق كورنثيا,hotel,IMG-FA97329E9A9EC2B8,IMG-2C6E751270A91DAA,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000171,hotels,فندق النوران,hotel,IMG-1DBC5EAF16A5E4BE,IMG-2289A7A09D4A8335,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000181,hotels,فندق اليمامة,hotel,IMG-ED94159E9BC6C717,IMG-A477669901497B22,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000187,hotels,فندق أفريقيا,hotel,IMG-3B56150C8DAA5F16,IMG-424BD318FC8C835A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000190,hotels,فندق أمال ليبيا,hotel,IMG-2F048837E230F91F,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000193,hotels,فندق باب البحر,hotel,IMG-A3170ECA96244672,IMG-5CA2B4E101C57B5C,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-5FE1ABA6DADBA795,IMG-133A23B4A668D9F5,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000201,hotels,فندق توباكتس,hotel,IMG-00D26D8EDC613DDE,IMG-6FA829EB83A8FCAC,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000209,hotels,فندق ديار الهناء,hotel,IMG-23AE35FD4B853F4A,IMG-183CEDE059F1A189,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000221,hotels,فندق سفيروس الخمس,hotel,IMG-7D1036F871E7B856,IMG-65266F5F116CC5BF,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000223,hotels,فندق صحارى ليبيا,hotel,IMG-5255F49255B9CDBC,IMG-597BB54E378E3D06,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000268,hotels,فندق الفصول الاربعة 3,hotel,IMG-674C0626690A6B84,IMG-F4B773F3F5826691,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000273,hotels,فندق النعيم,hostel,IMG-07823DE59E73877A,IMG-A8A2FE6C77946B50,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000275,hotels,فندق الفصول الاربعة 2,resort,IMG-AB2F785A48F45260,IMG-1C3BA4BF58BF7974,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000276,hotels,فندق السفير,hotel,IMG-E240158CEC65F3C9,IMG-7E5D0782E12EA5D9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000277,hotels,فندق نور الثريا,hotel,IMG-4D715E6F645A91E4,IMG-66CB19A1EDEE23E0,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000278,hotels,فندق الشاطئ الذهبى,hotel,IMG-3143393C3BB12C6B,IMG-705FD2B233983894,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000279,hotels,فندق الصافي,hotel,IMG-D58DFEE97D5305FF,IMG-ECE2E4D8B397371D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000281,hotels,فندق الفصول الابعة 1,hotel,IMG-D0E4C14FEF216C2C,IMG-2D45459AD8F9CC78,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000282,hotels,فندق سفارى,hotel,IMG-BED506EA5E4A268B,IMG-60C21FD40A4E4920,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000283,hotels,فندق زهرة الخليج,hotel,IMG-F3E648AD7CE0F676,IMG-1CDC2C3D694FD21B,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000284,hotels,فندق السلاسل الذهبية,hostel,IMG-FD63377BEAD728F4,IMG-D852AA75FDEC7960,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000295,hotels,فندق تاج,hostel,IMG-AB22C6D40D93616F,IMG-A4E1C106CA5102C7,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000297,hotels,فندق أضواء قرطاج,hotel,IMG-4B501E6BBD73EAFE,IMG-3E4CED93BF7426F1,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000305,hotels,فندق الغزالة,hotel,IMG-23317BED444CE147,IMG-B936AD7EBE9DAF62,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000307,hotels,فندق الديوان,hotel,IMG-B957081BDFD31AD9,IMG-D9CA53A7672879BF,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000314,hotels,فندق السرايا,hotel,IMG-B9573C8C7FB931A8,IMG-5269628C74ADF318,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000318,hotels,الحبايب,review_required,IMG-C342E390F07568AB,IMG-9A036A41DCB17370,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000319,hotels,هوم بلازا_للشقق الفندقية,hotel,IMG-FB95B3497C1F55CA,IMG-A5A330256BF13807,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000320,hotels,فندق الرحال,apartment_hotel,IMG-007802D9BC5D755F,IMG-F35449759FEAB1E9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000321,hotels,الوادي 2 للشقق الفندقية,hotel,IMG-6114B601BF0B1A8C,IMG-18D2823CC6168755,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000322,hotels,الأطلس للشقق الفندقية,hotel,IMG-8E4486514CFFA7F7,IMG-00A08FB9993FDC6A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000323,hotels,فندق بيزا السياحي,resort,IMG-7C37736A8EF80145,IMG-18EEA34E41204D8F,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000324,hotels,فندق قوز التيك,hotel,IMG-F11E4A59FEBF8315,IMG-1389659C2264D447,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000331,hotels,فندق الراحة اجدابيا,hotel,IMG-844AB3082A456BFB,IMG-558CE15AD985397D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,hotel,IMG-C1AE737C120905FA,IMG-3EA653CB93695794,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000333,hotels,فندق مزايا اجدابيا,hostel,IMG-D93EABF8C6526D6E,IMG-CCC9ACB679F36245,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000334,hotels,فندق التوجان السياحي,hostel,IMG-35322FD32CA106B6,IMG-8E4C579EE177DF57,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000335,hotels,نزل وقاعة الهاشمي,apartment_hotel,IMG-C99CB2EDA0546E4A,IMG-882914DCCBCD4B08,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,hostel,IMG-9B0A5BE0E41F60DC,IMG-66BACF4E74F7ABB8,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000337,hotels,الهضبة للشقق الفندقية,apartment_hotel,IMG-8965EEC8E5FF047F,IMG-EEEE06A8EE8A5BBE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000338,hotels,الامان للشقق الفندقية,apartment_hotel,IMG-500722E7A72A0CB8,IMG-D7CE0E4AF92A71CB,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000339,hotels,نزل ماريا MARIYA,apartment_hotel,IMG-85FF2A28B63234FE,IMG-AF253CDB6BCF82B9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000340,hotels,فندق الرابطة,hostel,IMG-BD20E72787241A92,IMG-F9AC1761B241CDCE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000342,hotels,فندق غريان السياحي,hotel,IMG-4B76AA9E191EC586,IMG-E46FAAB47F3CCBB1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000343,hotels,فندق روايال غريان,hostel,IMG-B2F0F8C95D27D07E,IMG-99A77748F15BA271,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000344,hotels,فندق حوش بوغنوش,hotel,IMG-A99658DB11939621,IMG-6F6E80FA1C398EEC,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,hotel,IMG-C1997F4EB6ECAB93,IMG-BEF1F2F1E807EA48,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,hotel,IMG-5875E6DDBB7440C2,IMG-7A5BB67D81637BF8,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,hostel,IMG-65F952AC1826FCC9,IMG-6E08B25C96998D68,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000352,hotels,فندق اية الجبل البيضاء,apartment_hotel,IMG-2986C5A66BB26BE3,IMG-E3EC8DB4F82EDA83,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000355,hotels,فندق برونتو البيضاء,apartment_hotel,IMG-CCB429063BDA2EAE,IMG-9309D223CFC81510,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,hotel,IMG-17E2B625E5E1BCA6,IMG-ED140BC6281F6CDD,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000357,hotels,فندق العنود البيضاء,apartment_hotel,IMG-819089A3F33FB55C,IMG-E8A0ACB419E446F1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,apartment_hotel,IMG-14245C39708E3BCD,IMG-9975F81187555CC5,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,hotel,IMG-BACA013556C590D9,IMG-B0AD9CF0FB43F42C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,hotel,IMG-9BF85753F3D4472A,IMG-623A6611F4B7698B,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,hostel,IMG-0457C54827D282C9,IMG-B13C3832364395E2,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,apartment_hotel,IMG-BDD22CBAB3D84BB7,IMG-D11FAF6F6E87CFB4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000365,hotels,فندق بيت سباب الخمس,hotel,IMG-6DE54E582E1827F9,IMG-53FEC56240658906,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000366,hotels,فندق الاخوة السياحي الخمس,hotel,IMG-0AD416076AE4E41A,IMG-B43053CBB4A73052,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000375,hotels,فندق الخليج,hostel,IMG-3689B35FCE5A7ED0,IMG-009FCBE892318CFC,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000376,hotels,فندق أضواء قرطاج,hotel,IMG-1BD693AB20394DC5,IMG-CCFE684B5BBCEC7A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000377,hotels,فندق اجنحة قرطاج,hotel,IMG-6569E1B0BB8E0782,IMG-FA780C750B848E8D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000378,hotels,فندق الباشا,hotel,IMG-ED83FCE5201AF85C,IMG-CCCFE0B970F832F5,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000379,hotels,دار السلام للشقق الفندقية,hotel,IMG-65EB7AC18CE64A22,IMG-5E477A1F8A6E89A1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000380,hotels,فندق نيو سيتي,hotel,IMG-E9E5D5D57BE0E74A,IMG-85C063D8E242F238,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000384,hotels,فندق جولف,hotel,IMG-666F1656E7D3A85E,IMG-16B5AE44B2B3A4BB,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000385,hotels,فندق زهرة الشمس,hotel,IMG-D7133115A485D29B,IMG-200BAB60F0A18FCA,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000386,hotels,فندق سنترو,hotel,IMG-BB1EDEC4DA9BCC9F,IMG-D8F8879D56CD066C,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000388,hotels,فندق كيان 2,hostel,IMG-A1754166EF9651FE,IMG-B3423DCCF6AED163,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000389,hotels,فندق نور الثريا السياحى,hostel,IMG-F19D53660A0C5316,IMG-2A4B90E2E75CC0CA,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000390,hotels,فندق أويا,hotel,IMG-DD01B3202625761C,IMG-9D034CE7E72965BE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,apartment_hotel,IMG-9B12B9937D7300CA,IMG-D40BFD5F1791242A,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,apartment_hotel,IMG-FEB66814946A0C34,IMG-A54E8C552428C2A1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,apartment_hotel,IMG-646D87B3751258C3,IMG-5CF299F9826456A1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000395,hotels,الشاطي الذهبي,hotel,IMG-3F3998976A1F9DD4,IMG-7914DB8D81DF2433,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000396,hotels,العنوان للشقق الفندقيه,apartment_hotel,IMG-4A9145DFE8B3BDD1,IMG-30D22D96D4FCFF21,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000398,hotels,القبس لشقق الفندقيه,apartment_hotel,IMG-8463F4C0B4C523C4,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,apartment_hotel,IMG-A3238C4AC13F9C7F,IMG-B108DCDC5B17A513,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000400,hotels,المجرة للشقق الفندقية,apartment_hotel,IMG-9067216E5A3805E8,IMG-28E682522CDA25C9,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000401,hotels,المكان للشقق الفندقية,apartment_hotel,IMG-071FE7CDBF486A2C,IMG-AB80F3A7AC9DB921,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-62556205882AEEA0,IMG-0C9EAEDEE2B58063,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-1CE1F1A994793506,IMG-04126E6080B045F0,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,IMG-04F9E0CDB205B35F,IMG-5D78329B687890B1,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,apartment_hotel,IMG-62C4E7036D00D879,IMG-FC46269845F8CE10,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,apartment_hotel,IMG-D9EDED0098CA6015,IMG-A105AA72A1C35896,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000408,hotels,جواهر العاصمة للشقق الفندقية,hostel,IMG-1841627598673B86,IMG-4EC27B635DB76293,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000409,hotels,جولايا للشقق الفندقية,apartment_hotel,IMG-DE13875E15FF98C7,IMG-491C686DB6D65DE4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000410,hotels,جوهرة السلام للشقق الفندقية,apartment_hotel,IMG-B72D016B90536F00,IMG-F8219A12DC93F596,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000411,hotels,حدائق المشتل للشقق الفندقية,apartment_hotel,IMG-176798488A35C25B,IMG-BC60B14A0F88EEA4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000412,hotels,دار الضيافة 2 للشقق الفندقية,apartment_hotel,IMG-8C23E869CDE883F2,,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000413,hotels,شركة العميد لايجار الشقق الفندقية,apartment_hotel,IMG-FD41C8ED19ACA6CA,IMG-8DFBD08799490E77,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000414,hotels,شقق البرنس,apartment_hotel,IMG-3859DF30E43751C6,IMG-1A5188ACCF8A12DE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000415,hotels,شقق الرواد المفروشة,apartment_hotel,IMG-7053C4C6903C739C,IMG-7380249A8BF93BA4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000416,hotels,شقق فيلا ليبيا الفندقية,apartment_hotel,IMG-7A112E81106A3622,IMG-51291E43F2B090B3,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000417,hotels,فندق اكاكوس,hostel,IMG-71F0147F76EA876C,IMG-89E98DEB4DDDEFFE,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000418,hotels,فندق الاخوة,hostel,IMG-0369D2CCBFEBB36D,IMG-FB3E8CA4F7E595E4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000419,hotels,فندق الاصالة,hostel,IMG-DC8036C639747547,IMG-105BDC6F23C3BD0D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000421,hotels,فندق البتراء,hostel,IMG-D5C7DDCCE12EA1FE,IMG-86FE165F8F5ADA77,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000423,hotels,فندق البيت الراقي للشقق الفندقية,apartment_hotel,IMG-CEB56CEBA46AE29E,IMG-DA49C17306783B4F,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000424,hotels,فندق التاج,hotel,IMG-46821D9B585FFE64,IMG-54088895E3542EC3,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000425,hotels,فندق التوفيق بلازا,hostel,IMG-622D25A255534D5F,IMG-8A7CD6243BB292CF,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000432,hotels,فندق الدبلوماسي,hotel,IMG-1B3C9820F53BEE88,IMG-483CA60D335C3AB5,low,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000434,hotels,فندق الديار,hotel,IMG-9D2B03FE06D8CF71,IMG-CBB5E7BC1A652E66,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000444,hotels,فندق الريان,hotel,IMG-4CAA6944989EC466,IMG-2614A446FDF324E4,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000445,hotels,فندق الزيتونة,hostel,IMG-C2390CB8BDA7A88F,IMG-D23C714ED0FF8E33,acceptable,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000446,hotels,فندق السرايا,hotel,IMG-5F0B87CC56980023,IMG-A9FE60CE8BAB8B94,high,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000484,hotels,فندق المهاري رادسون بلو,resort,IMG-5907F4EB5DA0B991,IMG-D8ACC0812637695D,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000496,hotels,فندق اوال,hotel,IMG-D2C42BD4A4895D81,IMG-B69842C26D2B8DC4,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
LY-HOT-000569,hotels,لانكاستر برج الحياة (ماريوت سابقا),hotel,IMG-C73E517BCA650C42,IMG-CD983E0AAA414E3B,thumbnail_only,existing_link,not_individually_verified,unknown,not_approved_batch_2,30,Existing local linkage; candidate only.,true,
