feature_id,layer_id,name_ar,name_en,facility_type,classification,stars,municipality_ar,city_ar,region_ar,address,latitude,longitude,publication_status,current_local_image_count,current_remote_image_count,current_primary_image,current_gallery_count,data_quality_status,review_priority,notes
LY-HOT-000271,hotels,فندق قرطاج السياحى2,,hotel,فندق,,,,,,32.88743,13.175251,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000272,hotels,فندق التوفيق 2,,hotel,فندق,,,,,,32.891418,13.193296,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000273,hotels,فندق النعيم,Naeem Hotel,hostel,نزل,,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,32.7658475,22.6337412,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000274,hotels,نزل كيلو بتراء,,hostel,نزل,,,,,,32.892135,13.192921,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000275,hotels,فندق الفصول الاربعة 2,FourSeasons Hotel,resort,منتجع سياحي,4,شارع الرصافي المتفرع من شارع عمر المختار الرئيسي، طرابلس، ليبيا,شارع الرصافي المتفرع من شارع عمر المختار الرئيسي، طرابلس، ليبيا,,شارع الرصافي المتفرع من شارع عمر المختار الرئيسي، طرابلس، ليبيا,32.891864,13.173923,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000276,hotels,فندق السفير,,hotel,فندق,,"Omer almokhtar, Omer almokhtar، طرابلس","Omer almokhtar, Omer almokhtar، طرابلس",,"Omer almokhtar, Omer almokhtar، طرابلس",32.891282,13.172765,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000277,hotels,فندق نور الثريا,Noor Althuria Hotel,hotel,فندق,3,شارع عمر المختار، متفرع من شارع الأحواص (أو شارع المازني),شارع عمر المختار، متفرع من شارع الأحواص (أو شارع المازني),,شارع عمر المختار، متفرع من شارع الأحواص (أو شارع المازني),32.891377,13.172944,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000278,hotels,فندق الشاطئ الذهبى,Golden Beach Hotel,hotel,فندق,4,طريق الكورنيش (طريق الشط)، أمام مصيف السندباد سابقاً، طرابلس، ليبيا,طريق الكورنيش (طريق الشط)، أمام مصيف السندباد سابقاً، طرابلس، ليبيا,,طريق الكورنيش (طريق الشط)، أمام مصيف السندباد سابقاً، طرابلس، ليبيا,32.886358,13.162519,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000279,hotels,فندق الصافي,,hotel,فندق,,طرابلس+218 21-4444011,طرابلس+218 21-4444011,,طرابلس+218 21-4444011,32.889351,13.174036,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000280,hotels,فندق بوابة أفريقيا,,hotel,فندق,,,,,,32.8884804,13.1763127,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000281,hotels,فندق الفصول الابعة 1,,hotel,فندق,,شارع عمر المختار,شارع عمر المختار,,شارع عمر المختار,32.890845,13.173452,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000282,hotels,فندق سفارى,Safari Hotel Libya),hotel,فندق,3,يقع الفندق في شارع طارق بن زياد (بالقرب من محطة أبو رجيلة وجامع بورقيبة) في طرابلس، ليبيا,يقع الفندق في شارع طارق بن زياد (بالقرب من محطة أبو رجيلة وجامع بورقيبة) في طرابلس، ليبيا,,يقع الفندق في شارع طارق بن زياد (بالقرب من محطة أبو رجيلة وجامع بورقيبة) في طرابلس، ليبيا,32.893144,13.171191,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000283,hotels,فندق زهرة الخليج,Alkhaleej Hotel,hotel,فندق,3,تفرع من شارع عمر المختار، شارع جمال عبد الناصر، طرابلس، ليبيا,تفرع من شارع عمر المختار، شارع جمال عبد الناصر، طرابلس، ليبيا,,تفرع من شارع عمر المختار، شارع جمال عبد الناصر، طرابلس، ليبيا,32.8936004,13.1718122,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000284,hotels,فندق السلاسل الذهبية,Golden Chains Hotel,hostel,نزل,,"طرابلس شارع عمر المختار,","طرابلس شارع عمر المختار,",,"طرابلس شارع عمر المختار,",32.885084,13.16218,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000285,hotels,فندق النورس,,hotel,فندق,,,,,,32.891292,13.192689,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000286,hotels,فندق التوفيق 1,,hotel,فندق,,,,,,32.891197,13.192806,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000287,hotels,فندق اليسر,,hotel,فندق,,,,,,32.892294,13.193206,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000288,hotels,فندق الخيام العربية,,hotel,فندق,,,,,,32.890968,13.194048,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000289,hotels,فندق الرشيد,,hotel,فندق,,,,,,32.889625,13.170814,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000290,hotels,فندق أسامة,,hotel,فندق,,,,,,32.887688,13.175385,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000291,hotels,فندق الزيتونة,,hotel,فندق,,,,,,32.890635,13.192034,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000292,hotels,فندق ريباس,,hotel,فندق,,,,,,32.897097,13.207075,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000293,hotels,فندق طليطلة,,hotel,فندق,,,,,,32.892241,13.200475,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000294,hotels,فندق صبراتة,Sabratha Hotel,hotel,فندق,,السويحلي طرابلس,السويحلي طرابلس,,السويحلي طرابلس,32.892221,13.174044,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000295,hotels,فندق تاج,Hotel TAJ),hostel,نزل,3,شارع كندي، متفرع من ميدان السويحلي، بجانب شارع عمر المختار,شارع كندي، متفرع من ميدان السويحلي، بجانب شارع عمر المختار,,شارع كندي، متفرع من ميدان السويحلي، بجانب شارع عمر المختار,32.8923656,13.1730691,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000296,hotels,فندق الكندي,Al-Kindi Hotel,hotel,فندق,3,اربعة شوارع الكندي طرابلس ليبيا,اربعة شوارع الكندي طرابلس ليبيا,,اربعة شوارع الكندي طرابلس ليبيا,32.8925652,13.1729588,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000297,hotels,فندق أضواء قرطاج,Adwaa Carthage Hotel,hotel,فندق,4,يقع في شارع الوادي (بعد جزيرة الجرات),يقع في شارع الوادي (بعد جزيرة الجرات),,يقع في شارع الوادي (بعد جزيرة الجرات),32.8923502,13.1725731,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000298,hotels,فندق البشير,Al-Basheer Hotel,hotel,فندق,3,شارع الكندي، طرابلس، ليبيا,شارع الكندي، طرابلس، ليبيا,,شارع الكندي، طرابلس، ليبيا,32.891744,13.171671,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000299,hotels,فندق الهاني,Al-Hani Hotel,hostel,نزل,3,يقع الفندق في شارع أنطونيو ستوباني ما يعرف محليا ب بورقيبة,يقع الفندق في شارع أنطونيو ستوباني ما يعرف محليا ب بورقيبة,,يقع الفندق في شارع أنطونيو ستوباني ما يعرف محليا ب بورقيبة,32.8925379,13.172213,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000300,hotels,فندق القنصل فندق القنصل,El Consul Hotel,hotel,فندق,,شارع الكندي طرابلس ليبيا,شارع الكندي طرابلس ليبيا,,شارع الكندي طرابلس ليبيا,32.892304,13.171369,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000301,hotels,فندق الجبل الاخضر,Al-Jebel Al-Akhdar Hotel),hotel,فندق,3,يقع الفندق في وسط المدينة الحيوي، وتحديداً في شارع المأمون,يقع الفندق في وسط المدينة الحيوي، وتحديداً في شارع المأمون,,يقع الفندق في وسط المدينة الحيوي، وتحديداً في شارع المأمون,32.894653,13.172683,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000302,hotels,الفتح,مغلق,review_required,تحتاج مراجعة,,مغلق مؤقتا,مغلق مؤقتا,,مغلق مؤقتا,32.894213,13.17353,internal_only,0,0,,0,medium,PRIORITY_C,
LY-HOT-000303,hotels,فندق قصر ليبيا,,hotel,فندق,,,,,,32.893143,13.194232,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000304,hotels,Hotel Haroun 2,,hotel,فندق,,,,,,32.892715,13.193761,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000305,hotels,فندق الغزالة,,hotel,فندق,,,,,,32.893183,13.18964,internal_ready,1,0,,0,medium,PRIORITY_A,
LY-HOT-000306,hotels,فندق كيان طرابلس,,hotel,فندق,,,,,,32.890554,13.194714,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000307,hotels,فندق الديوان,,hotel,فندق,3,شارع سيدي منيذر,شارع سيدي منيذر,,شارع سيدي منيذر,32.887842,13.177438,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000308,hotels,فندق نيو ستي New City hotel,,hotel,فندق,,,,,,32.887944,13.176395,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000309,hotels,فندق الدالي,,hotel,فندق,,,,,,32.887943,13.1748,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000310,hotels,زهرة الشمس,,review_required,تحتاج مراجعة,,,,,,32.8897486,13.1762593,internal_only,0,0,,0,low,PRIORITY_C,
LY-HOT-000311,hotels,فندق ضيافة طرابلس,,hotel,فندق,,,,,,32.8898781,13.1760833,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000312,hotels,فندق الفتح شارع الرشيد,,hotel,فندق,,,,,,32.88945,13.17786,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000313,hotels,فندق بلخير,,hotel,فندق,,,,,,32.890786,13.177366,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000314,hotels,فندق السرايا,Assaraya Hotel,hotel,فندق,4,يقع الفندق في شارع عمر المختار، وتحديداً أمام معرض طرابلس الدولي,يقع الفندق في شارع عمر المختار، وتحديداً أمام معرض طرابلس الدولي,,يقع الفندق في شارع عمر المختار، وتحديداً أمام معرض طرابلس الدولي,32.891635,13.175881,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000315,hotels,فندق الوحدة العربية,,hotel,فندق,,يقع الفندق عند الإشارة الضوئية بشارع جمال عبد الناصر في طرابلس,يقع الفندق عند الإشارة الضوئية بشارع جمال عبد الناصر في طرابلس,,يقع الفندق عند الإشارة الضوئية بشارع جمال عبد الناصر في طرابلس,32.891739,13.1747769,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000316,hotels,فندق الكنوز الذهبية,,hostel,نزل,3,شارع عمر المختار سيمافرو جمال عبد الناصر السويحلي,شارع عمر المختار سيمافرو جمال عبد الناصر السويحلي,,شارع عمر المختار سيمافرو جمال عبد الناصر السويحلي,32.891349,13.17438,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000317,hotels,فندق الشراع,لا يوجد معلومات متوافرة,hotel,فندق,,لا يوجد معلومات متوافرة,لا يوجد معلومات متوافرة,,لا يوجد معلومات متوافرة,32.89219,13.172951,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000318,hotels,الحبايب,,review_required,تحتاج مراجعة,,+218 92-5512135,+218 92-5512135,,+218 92-5512135,32.371804,15.084422,internal_only,2,0,,0,medium,PRIORITY_A,
LY-HOT-000319,hotels,هوم بلازا_للشقق الفندقية,,hotel,فندق,,مصراتة شارع،، المطبات,مصراتة شارع،، المطبات,,مصراتة شارع،، المطبات,32.375353,15.07754,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000320,hotels,فندق الرحال,Al Rahal Hotel),apartment_hotel,شقق فندقية,,: مصراتة، بجوار فندق قوز التيك، مقابل مدخل كلية السياحة والضيافة,: مصراتة، بجوار فندق قوز التيك، مقابل مدخل كلية السياحة والضيافة,,: مصراتة، بجوار فندق قوز التيك، مقابل مدخل كلية السياحة والضيافة,32.380662,15.082266,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000321,hotels,الوادي 2 للشقق الفندقية,,hotel,فندق,,مصراتة,مصراتة,,مصراتة,32.3881119,15.0843684,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000322,hotels,الأطلس للشقق الفندقية,,hotel,فندق,,,,,,32.387962,15.086856,internal_ready,2,0,,0,medium,PRIORITY_A,
LY-HOT-000323,hotels,فندق بيزا السياحي,Piza Tourist Hotel & Park,resort,منتجع سياحي,3,مدينة مصراتة منطقة يدر طريق البحر (خط الساحل) مقابل منتجع مصراتة السياحي مباشرة,مدينة مصراتة منطقة يدر طريق البحر (خط الساحل) مقابل منتجع مصراتة السياحي مباشرة,,مدينة مصراتة منطقة يدر طريق البحر (خط الساحل) مقابل منتجع مصراتة السياحي مباشرة,32.402325,15.115341,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000324,hotels,فندق قوز التيك,مقفل بشكل مؤقت,hotel,فندق,,مصراتة,مصراتة,,مصراتة,32.380215,15.083572,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000325,hotels,النجمة الذهبية لشقق الفندقية,,hotel,فندق,,,,,,32.375713,15.093732,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000326,hotels,الفخامه للشقق المفروشه,,review_required,تحتاج مراجعة,,091-0343800,091-0343800,,091-0343800,32.794278,12.478584,internal_only,0,0,,0,medium,PRIORITY_C,
LY-HOT-000327,hotels,اوس لشقق المفروشه,,review_required,تحتاج مراجعة,,,,,,32.79517,12.47739,internal_only,0,0,,0,low,PRIORITY_C,
LY-HOT-000328,hotels,فندق الساحل,,apartment_hotel,شقق فندقية,,صبراتة,صبراتة,,صبراتة,32.801842,12.434615,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000329,hotels,الجوهرة للشقق الفندقية,,apartment_hotel,شقق فندقية,,اجدابيا ليبيا طريق اوجلة,اجدابيا ليبيا طريق اوجلة,,اجدابيا ليبيا طريق اوجلة,30.7575,20.22385,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000330,hotels,فندق اجدابيا السياحي,,hotel,فندق,,,,,,30.75706,20.223,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000331,hotels,فندق الراحة اجدابيا,,hotel,فندق,,يقع بالقرب من صيدلية الرحيق الشافي في حي دمشق.اجدابيا ليبيا,يقع بالقرب من صيدلية الرحيق الشافي في حي دمشق.اجدابيا ليبيا,,يقع بالقرب من صيدلية الرحيق الشافي في حي دمشق.اجدابيا ليبيا,30.760417,20.198851,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,,hotel,فندق,,خلف مصرف الوحدة شارع عمر المختار اجدابيا ليبيا,خلف مصرف الوحدة شارع عمر المختار اجدابيا ليبيا,,خلف مصرف الوحدة شارع عمر المختار اجدابيا ليبيا,30.760196,20.221715,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000333,hotels,فندق مزايا اجدابيا,,hostel,نزل,,في مدينة أجدابيا، تحديداً مقابل جزيرة السويسي,في مدينة أجدابيا، تحديداً مقابل جزيرة السويسي,,في مدينة أجدابيا، تحديداً مقابل جزيرة السويسي,30.760196,20.221715,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000334,hotels,فندق التوجان السياحي,,hostel,نزل,,اجدابيا / شارع انتلات بجوار مطعم الديوان,اجدابيا / شارع انتلات بجوار مطعم الديوان,,اجدابيا / شارع انتلات بجوار مطعم الديوان,30.761777,20.233088,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000335,hotels,نزل وقاعة الهاشمي,,apartment_hotel,شقق فندقية,,يقع في مدينة طبرق، منطقة 2WMQ+QF,يقع في مدينة طبرق، منطقة 2WMQ+QF,,يقع في مدينة طبرق، منطقة 2WMQ+QF,32.034474,23.93866,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,,hostel,نزل,,حي نجمة الخليج – مفترق فوزي مختار,حي نجمة الخليج – مفترق فوزي مختار,,حي نجمة الخليج – مفترق فوزي مختار,32.02618,23.96998,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000337,hotels,الهضبة للشقق الفندقية,,apartment_hotel,شقق فندقية,,لفندق في مدينة طبرق على الطريق الدائري، ويتميز بقربه من ميناء طبرق البحري,لفندق في مدينة طبرق على الطريق الدائري، ويتميز بقربه من ميناء طبرق البحري,,لفندق في مدينة طبرق على الطريق الدائري، ويتميز بقربه من ميناء طبرق البحري,32.079275,23.975839,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000338,hotels,الامان للشقق الفندقية,,apartment_hotel,شقق فندقية,,"مفترق رابعة, Tobruk, Libya","مفترق رابعة, Tobruk, Libya",,"مفترق رابعة, Tobruk, Libya",32.073514,23.939431,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000339,hotels,نزل ماريا MARIYA,,apartment_hotel,شقق فندقية,,طبرق، ليبيا (بالقرب من حي التسليح),طبرق، ليبيا (بالقرب من حي التسليح),,طبرق، ليبيا (بالقرب من حي التسليح),32.03109,23.99551,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000340,hotels,فندق الرابطة,Al-Rabitah Hotel,hostel,نزل,3,غريان /تغسات,غريان /تغسات,,غريان /تغسات,32.1697572,13.0142673,public_ready,1,0,,0,high,PRIORITY_A,
LY-HOT-000341,hotels,فندق سمر قند,,hotel,فندق,,غريان، بالقرب من محطة الركوبة العامة,غريان، بالقرب من محطة الركوبة العامة,,غريان، بالقرب من محطة الركوبة العامة,32.1679135,13.0097569,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000342,hotels,فندق غريان السياحي,,hotel,فندق,,"شارع النهضة, Gharyan, Libya, فندق غريان السياحي https://maps.app.goo.gl/UB87UsJ6Rh6bxvQv6","شارع النهضة, Gharyan, Libya, فندق غريان السياحي https://maps.app.goo.gl/UB87UsJ6Rh6bxvQv6",,"شارع النهضة, Gharyan, Libya, فندق غريان السياحي https://maps.app.goo.gl/UB87UsJ6Rh6bxvQv6",32.17267,13.03046,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000343,hotels,فندق روايال غريان,,hostel,نزل,,"Libya, Gharyan, Libya, Royal Hotel, 52GF+X7J، غريان مقابل كلية الطب البشري - جامعة غريان","Libya, Gharyan, Libya, Royal Hotel, 52GF+X7J، غريان مقابل كلية الطب البشري - جامعة غريان",,"Libya, Gharyan, Libya, Royal Hotel, 52GF+X7J، غريان مقابل كلية الطب البشري - جامعة غريان",32.177538,13.023293,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000344,hotels,فندق حوش بوغنوش,Hosh bou ghanoush,hotel,فندق,,طريق الحمراء طريق البحرية، غريان,طريق الحمراء طريق البحرية، غريان,,طريق الحمراء طريق البحرية، غريان,32.211137,13.010537,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,Pearl Tourist Hotel,hotel,فندق,,,,,,32.75896,21.737579,internal_ready,4,0,,0,medium,PRIORITY_A,
LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,LOLOAT ALKHALIG HOTEL,hotel,فندق,3,يقع في مدينة البيضاء، وتحديداً في منطقة مفوز الحرية,يقع في مدينة البيضاء، وتحديداً في منطقة مفوز الحرية,,يقع في مدينة البيضاء، وتحديداً في منطقة مفوز الحرية,32.765129,21.776861,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000347,hotels,فندق قصر البيضاء,,hotel,فندق,,تم ازالته,تم ازالته,,تم ازالته,32.75924,21.73796,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000348,hotels,فندق القاهرة البيضاء,مغلقا حاليا,hotel,فندق,,مغلق حاليا,مغلق حاليا,,مغلق حاليا,32.76199,21.74344,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,Al Noran Hotel Apartments,hostel,نزل,,طريق الدائري، بجوار محطة شيل ومقابل مستشفى السلام، البيضاء,طريق الدائري، بجوار محطة شيل ومقابل مستشفى السلام، البيضاء,,طريق الدائري، بجوار محطة شيل ومقابل مستشفى السلام، البيضاء,32.76868,21.738238,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000350,hotels,مكة للشقق الفندقية البيضاء,Makkah Hotel Apartments,apartment_hotel,شقق فندقية,,,,,,32.760241,21.752891,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000351,hotels,برج المدينة للشقق الفندقية البيضاء,City Tower Hotel Apartments,hotel,فندق,,يقع البرج في شارع البكوش بمدينة البيضاء، ويتميز بموقع استراتيجي وحيوي,يقع البرج في شارع البكوش بمدينة البيضاء، ويتميز بموقع استراتيجي وحيوي,,يقع البرج في شارع البكوش بمدينة البيضاء، ويتميز بموقع استراتيجي وحيوي,32.769666,21.788118,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000352,hotels,فندق اية الجبل البيضاء,AYA HOTEL,apartment_hotel,شقق فندقية,3,يتوسط مدينة البيضاء، في شارع مدرسة الفاتح الثانوية. مما يجعله قريباً من أغلب المطاعم والمرافق الحيوية.خرائط جوجل: يمكنك الوصول إلى موقع الفندق عبر خرائط جوجل,يتوسط مدينة البيضاء، في شارع مدرسة الفاتح الثانوية. مما يجعله قريباً من أغلب المطاعم والمرافق الحيوية.خرائط جوجل: يمكنك الوصول إلى موقع الفندق عبر خرائط جوجل,,يتوسط مدينة البيضاء، في شارع مدرسة الفاتح الثانوية. مما يجعله قريباً من أغلب المطاعم والمرافق الحيوية.خرائط جوجل: يمكنك الوصول إلى موقع الفندق عبر خرائط جوجل,32.763852,21.754817,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000353,hotels,فندق برقة السياحي,,hotel,فندق,,,,,,32.765152,21.756719,internal_ready,0,0,,0,medium,PRIORITY_C,
LY-HOT-000354,hotels,فندق افريقيا البيضاء,Africa Hotel - El Beyda,hostel,نزل,3,يقع الفندق في مدينة البيضاء، ويتميز بموقع هادئ وسهل الوصول إليه,يقع الفندق في مدينة البيضاء، ويتميز بموقع هادئ وسهل الوصول إليه,,يقع الفندق في مدينة البيضاء، ويتميز بموقع هادئ وسهل الوصول إليه,32.76413,21.754998,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000355,hotels,فندق برونتو البيضاء,Pronto Hotel,apartment_hotel,شقق فندقية,5,طريق الدائري بعد كوبري مول جواهر,طريق الدائري بعد كوبري مول جواهر,,طريق الدائري بعد كوبري مول جواهر,32.770748,21.771261,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,Al Jouri Building (أو Al Jouri Hotel Apartments),hotel,فندق,,"الغريقة قرب مدرسة عمر, Al Bayda', Libya, LY","الغريقة قرب مدرسة عمر, Al Bayda', Libya, LY",,"الغريقة قرب مدرسة عمر, Al Bayda', Libya, LY",32.75384,21.75352,public_ready,3,0,,0,high,PRIORITY_A,
LY-HOT-000357,hotels,فندق العنود البيضاء,Alanoud hotel,apartment_hotel,شقق فندقية,4,لبيضاء الجبل الاخضر .ليبيا,لبيضاء الجبل الاخضر .ليبيا,,لبيضاء الجبل الاخضر .ليبيا,32.76448,21.75517,public_ready,7,0,,0,high,PRIORITY_A,
LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,Al-Fardous Hotel Apartments,apartment_hotel,شقق فندقية,4,مدينة البيضاء / شارع العروبة خلف مصرف الوحدة,مدينة البيضاء / شارع العروبة خلف مصرف الوحدة,,مدينة البيضاء / شارع العروبة خلف مصرف الوحدة,32.764204,21.747586,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000359,hotels,فندق قصر الضيافة للشقق الفندقية البيضاء,Qaser Al-Diyafa Hotel Apartments,apartment_hotel,شقق فندقية,,يقع الفندق في المدخل الغربي لمدينة البيضاء، وتحديداً عند مفترق رويفع الأنصاري على الطريق المؤدية إلى الطريق الدائري,يقع الفندق في المدخل الغربي لمدينة البيضاء، وتحديداً عند مفترق رويفع الأنصاري على الطريق المؤدية إلى الطريق الدائري,,يقع الفندق في المدخل الغربي لمدينة البيضاء، وتحديداً عند مفترق رويفع الأنصاري على الطريق المؤدية إلى الطريق الدائري,32.762472,21.729493,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,Marhaba Hotel,hotel,فندق,,يقع الفندق في منطقة البيضاء الجديدة عند المدخل الشرقي للمدينة، وتحديداً خلف مجمع باب الحارة,يقع الفندق في منطقة البيضاء الجديدة عند المدخل الشرقي للمدينة، وتحديداً خلف مجمع باب الحارة,,يقع الفندق في منطقة البيضاء الجديدة عند المدخل الشرقي للمدينة، وتحديداً خلف مجمع باب الحارة,32.768201,21.788587,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,Adwaa Libya Hotel Apartment,hotel,فندق,,"مدخل البيضاء الشرقي خلف مركز البكوش , Al Bayda', Libya","مدخل البيضاء الشرقي خلف مركز البكوش , Al Bayda', Libya",,"مدخل البيضاء الشرقي خلف مركز البكوش , Al Bayda', Libya",32.770384,21.790027,public_ready,4,0,,0,high,PRIORITY_A,
LY-HOT-000362,hotels,فندق الاندلس السياحي الخمس,Al-Andalus Hotel,hotel,فندق,,يقع فندق الأندلس في مدينة الخمس بليبيا على الطريق الساحلي (طريق طرابلس),يقع فندق الأندلس في مدينة الخمس بليبيا على الطريق الساحلي (طريق طرابلس),,يقع فندق الأندلس في مدينة الخمس بليبيا على الطريق الساحلي (طريق طرابلس),32.63268,14.277712,public_ready,0,0,,0,high,PRIORITY_C,
LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,HOTEL ALMERGEEP,hostel,نزل,4,أحد خيارات الإقامة المعروفة في مدينة الخمس، ويتميز بموقعه الاستراتيجي على الطريق الساحلي بالقرب من الإشارة الضوئية (سيمافرو لبدة,أحد خيارات الإقامة المعروفة في مدينة الخمس، ويتميز بموقعه الاستراتيجي على الطريق الساحلي بالقرب من الإشارة الضوئية (سيمافرو لبدة,,أحد خيارات الإقامة المعروفة في مدينة الخمس، ويتميز بموقعه الاستراتيجي على الطريق الساحلي بالقرب من الإشارة الضوئية (سيمافرو لبدة,32.629778,14.282431,public_ready,2,0,,0,high,PRIORITY_A,
LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,Tulip Hotel,apartment_hotel,شقق فندقية,4,في مدينة الخمس بليبيا، وتحديداً في شارع المدينة الرياضية على طريق كلية الآداب,في مدينة الخمس بليبيا، وتحديداً في شارع المدينة الرياضية على طريق كلية الآداب,,في مدينة الخمس بليبيا، وتحديداً في شارع المدينة الرياضية على طريق كلية الآداب,32.650804,14.249288,public_ready,5,0,,0,high,PRIORITY_A,
LY-HOT-000365,hotels,فندق بيت سباب الخمس,Al Khums Youth Hostel,hotel,فندق,4,"شارع الرياضية, Al Khums, Libya","شارع الرياضية, Al Khums, Libya",,"شارع الرياضية, Al Khums, Libya",32.648142,14.24756,public_ready,1,0,,0,high,PRIORITY_A,
