review_id,image_id,master_image_id,source_relative_path,review_priority,feature_id_before,feature_id_proposed,layer_id,feature_name_ar,visual_match_status,reviewer_decision,verified_role,technical_quality_before,technical_quality_after,duplicate_decision,rights_status,rights_evidence,publication_permission,attribution_required,source_credit,reviewer_name,review_date,decision_confidence,manual_review_completed,validation_method,notes
P2REV-000511,IMG-FF76671C87C3E7E7,IMG-FF76671C87C3E7E7,assets/images/hotels/hotels-LY-HOTELS-00067-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000512,IMG-991BCEB7B6AEAE0E,IMG-FF76671C87C3E7E7,assets/images/hotels/hotels-LY-HOTELS-00067-02.webp,PRIORITY_A,LY-HOT-000067,LY-HOT-000067,hotels,فندق الصولجان,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000513,IMG-562C3888506F0C24,IMG-2DF881E5E9936D8A,assets/images/hotels/hotels-LY-HOTELS-00068-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000514,IMG-2754AC0FDB2BC23D,IMG-2DF881E5E9936D8A,assets/images/hotels/hotels-LY-HOTELS-00068-01.webp,PRIORITY_A,LY-HOT-000068,LY-HOT-000068,hotels,فندق العاصمة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000515,IMG-3BC48FBF2CCB4569,IMG-ADBF0C854015F8CE,assets/images/hotels/hotels-LY-HOTELS-00068-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000516,IMG-B76601CDE905F5C3,IMG-ADBF0C854015F8CE,assets/images/hotels/hotels-LY-HOTELS-00068-02.webp,PRIORITY_A,LY-HOT-000068,LY-HOT-000068,hotels,فندق العاصمة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000517,IMG-EC8E01B6E9F5736C,IMG-EC8E01B6E9F5736C,assets/images/hotels/hotels-LY-HOTELS-00068-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000518,IMG-88184E5F0D06C05C,IMG-EC8E01B6E9F5736C,assets/images/hotels/hotels-LY-HOTELS-00068-03.webp,PRIORITY_A,LY-HOT-000068,LY-HOT-000068,hotels,فندق العاصمة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000519,IMG-1F217B6559DD97B9,IMG-4C4A7EF4E59E1C56,assets/images/hotels/hotels-LY-HOTELS-00071-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000520,IMG-8F2297D7FBB16C96,IMG-4C4A7EF4E59E1C56,assets/images/hotels/hotels-LY-HOTELS-00071-01.webp,PRIORITY_A,LY-HOT-000071,LY-HOT-000071,hotels,فندق القوس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000521,IMG-1EEC3CD115CAD712,IMG-65C5523B47F6526F,assets/images/hotels/hotels-LY-HOTELS-00071-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000522,IMG-28FC6BDA338A11F8,IMG-65C5523B47F6526F,assets/images/hotels/hotels-LY-HOTELS-00071-02.webp,PRIORITY_A,LY-HOT-000071,LY-HOT-000071,hotels,فندق القوس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000523,IMG-4CF058E13C18A209,IMG-4CF058E13C18A209,assets/images/hotels/hotels-LY-HOTELS-00071-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000524,IMG-27EBB5D1811A6D8C,IMG-4CF058E13C18A209,assets/images/hotels/hotels-LY-HOTELS-00071-03.webp,PRIORITY_A,LY-HOT-000071,LY-HOT-000071,hotels,فندق القوس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000525,IMG-4A15E82C4E70A1B3,IMG-013382A62B178BC1,assets/images/hotels/hotels-LY-HOTELS-00071-04.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000526,IMG-423E63AF0FAE65B8,IMG-013382A62B178BC1,assets/images/hotels/hotels-LY-HOTELS-00071-04.webp,PRIORITY_A,LY-HOT-000071,LY-HOT-000071,hotels,فندق القوس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000527,IMG-928D8D10BB09A467,IMG-4ACA6B83BEAC8FB2,assets/images/hotels/hotels-LY-HOTELS-00071-05.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000528,IMG-E6A4B9EEFC8601EA,IMG-4ACA6B83BEAC8FB2,assets/images/hotels/hotels-LY-HOTELS-00071-05.webp,PRIORITY_A,LY-HOT-000071,LY-HOT-000071,hotels,فندق القوس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000529,IMG-B9E3B3D53881569B,IMG-50D31F0B8DD20094,assets/images/hotels/hotels-LY-HOTELS-00072-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000530,IMG-0FA01A3B05B019A0,IMG-50D31F0B8DD20094,assets/images/hotels/hotels-LY-HOTELS-00072-01.webp,PRIORITY_A,LY-HOT-000072,LY-HOT-000072,hotels,فندق الكبير,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000531,IMG-B4A4D7D4C387E255,IMG-E3CEC547FD6414DE,assets/images/hotels/hotels-LY-HOTELS-00072-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000532,IMG-B63B81CD689C938E,IMG-E3CEC547FD6414DE,assets/images/hotels/hotels-LY-HOTELS-00072-02.webp,PRIORITY_A,LY-HOT-000072,LY-HOT-000072,hotels,فندق الكبير,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000533,IMG-8E491E4757C46694,IMG-FC38686D08FC0C72,assets/images/hotels/hotels-LY-HOTELS-00072-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000534,IMG-9E66C7C2F6112B82,IMG-FC38686D08FC0C72,assets/images/hotels/hotels-LY-HOTELS-00072-03.webp,PRIORITY_A,LY-HOT-000072,LY-HOT-000072,hotels,فندق الكبير,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000535,IMG-308D2992E48AA127,IMG-2673CF83FF1B58F0,assets/images/hotels/hotels-LY-HOTELS-00072-04.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000536,IMG-752483F138A45644,IMG-2673CF83FF1B58F0,assets/images/hotels/hotels-LY-HOTELS-00072-04.webp,PRIORITY_A,LY-HOT-000072,LY-HOT-000072,hotels,فندق الكبير,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000537,IMG-D24A7F7B65592012,IMG-1838662DE706E480,assets/images/hotels/hotels-LY-HOTELS-00072-05.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000538,IMG-FB6165434830FC8F,IMG-1838662DE706E480,assets/images/hotels/hotels-LY-HOTELS-00072-05.webp,PRIORITY_A,LY-HOT-000072,LY-HOT-000072,hotels,فندق الكبير,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000539,IMG-59F2DFA44EA213AB,IMG-29E63001ED6E6AA8,assets/images/hotels/hotels-LY-HOTELS-00074-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000540,IMG-5F1F8C35419379DF,IMG-29E63001ED6E6AA8,assets/images/hotels/hotels-LY-HOTELS-00074-01.webp,PRIORITY_A,LY-HOT-000074,LY-HOT-000074,hotels,فندق الماسة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000541,IMG-075E8D40EB1FD139,IMG-65343EDBF226D320,assets/images/hotels/hotels-LY-HOTELS-00074-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000542,IMG-9A38C31656C2A4A0,IMG-65343EDBF226D320,assets/images/hotels/hotels-LY-HOTELS-00074-02.webp,PRIORITY_A,LY-HOT-000074,LY-HOT-000074,hotels,فندق الماسة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000543,IMG-F61A8B99B70846CB,IMG-CCBA64296723A07E,assets/images/hotels/hotels-LY-HOTELS-00074-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000544,IMG-F99921F35FBF6B25,IMG-CCBA64296723A07E,assets/images/hotels/hotels-LY-HOTELS-00074-03.webp,PRIORITY_A,LY-HOT-000074,LY-HOT-000074,hotels,فندق الماسة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000545,IMG-0C47A0A012BC39F1,IMG-BCA9B7C411A45587,assets/images/hotels/hotels-LY-HOTELS-00074-04.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000546,IMG-76283253C1ABE665,IMG-BCA9B7C411A45587,assets/images/hotels/hotels-LY-HOTELS-00074-04.webp,PRIORITY_A,LY-HOT-000074,LY-HOT-000074,hotels,فندق الماسة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000547,IMG-A383EF6FE63053BD,IMG-0A9F6B7EC32C8888,assets/images/hotels/hotels-LY-HOTELS-00074-05.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000548,IMG-2A56245AD9EEFF74,IMG-0A9F6B7EC32C8888,assets/images/hotels/hotels-LY-HOTELS-00074-05.webp,PRIORITY_A,LY-HOT-000074,LY-HOT-000074,hotels,فندق الماسة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000549,IMG-CA31EDBD237B3459,IMG-5BE42BF01EA16B89,assets/images/hotels/hotels-LY-HOTELS-00075-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000550,IMG-4F0A3CE02FA1B883,IMG-5BE42BF01EA16B89,assets/images/hotels/hotels-LY-HOTELS-00075-01.webp,PRIORITY_A,LY-HOT-000075,LY-HOT-000075,hotels,فندق المتوسط,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000551,IMG-5802497C1E90603B,IMG-F72A2B3B53583513,assets/images/hotels/hotels-LY-HOTELS-00075-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000552,IMG-C5C85A7766EDDAF0,IMG-F72A2B3B53583513,assets/images/hotels/hotels-LY-HOTELS-00075-02.webp,PRIORITY_A,LY-HOT-000075,LY-HOT-000075,hotels,فندق المتوسط,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000553,IMG-A16496A80780ACBD,IMG-06C9B682D26BC85A,assets/images/hotels/hotels-LY-HOTELS-00075-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000554,IMG-D9EDD81AAF8CF93F,IMG-06C9B682D26BC85A,assets/images/hotels/hotels-LY-HOTELS-00075-03.webp,PRIORITY_A,LY-HOT-000075,LY-HOT-000075,hotels,فندق المتوسط,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000555,IMG-08A5D4F9A3F2A595,IMG-B33680E16C6CFDBC,assets/images/hotels/hotels-LY-HOTELS-00075-04.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000556,IMG-0133C435EE3A1D77,IMG-B33680E16C6CFDBC,assets/images/hotels/hotels-LY-HOTELS-00075-04.webp,PRIORITY_A,LY-HOT-000075,LY-HOT-000075,hotels,فندق المتوسط,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000557,IMG-0758333A61516B9D,IMG-0286E3124EA8536E,assets/images/hotels/hotels-LY-HOTELS-00075-05.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000558,IMG-EA0D93EB480687A0,IMG-5A6315C65F17467F,assets/images/hotels/hotels-LY-HOTELS-00075-05.webp,PRIORITY_A,LY-HOT-000075,LY-HOT-000075,hotels,فندق المتوسط,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000559,IMG-D56A708DB366D1BA,IMG-FDB2049E02358947,assets/images/hotels/hotels-LY-HOTELS-00077-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000560,IMG-31E0CFFABE88906C,IMG-FDB2049E02358947,assets/images/hotels/hotels-LY-HOTELS-00077-01.webp,PRIORITY_A,LY-HOT-000077,LY-HOT-000077,hotels,فندق المشكاة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000561,IMG-3CC53306603F0BFA,IMG-632EAAC9502CE2F4,assets/images/hotels/hotels-LY-HOTELS-00077-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000562,IMG-A226501C2C5AC872,IMG-632EAAC9502CE2F4,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,PRIORITY_A,LY-HOT-000077,LY-HOT-000077,hotels,فندق المشكاة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000563,IMG-EAFD9A62CE958CCF,IMG-EAFD9A62CE958CCF,assets/images/hotels/hotels-LY-HOTELS-00077-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000564,IMG-7D813CB38D6D33EC,IMG-EAFD9A62CE958CCF,assets/images/hotels/hotels-LY-HOTELS-00077-03.webp,PRIORITY_A,LY-HOT-000077,LY-HOT-000077,hotels,فندق المشكاة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000565,IMG-F19945D56B3EB154,IMG-F19945D56B3EB154,assets/images/hotels/hotels-LY-HOTELS-00078-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000566,IMG-F83777E607F937D9,IMG-F83777E607F937D9,assets/images/hotels/hotels-LY-HOTELS-00078-01.webp,PRIORITY_A,LY-HOT-000078,LY-HOT-000078,hotels,فندق المنامة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000567,IMG-4F7ED537F1D41AB1,IMG-4F7ED537F1D41AB1,assets/images/hotels/hotels-LY-HOTELS-00078-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000568,IMG-B4B10F0D39B315A2,IMG-4F7ED537F1D41AB1,assets/images/hotels/hotels-LY-HOTELS-00078-02.webp,PRIORITY_A,LY-HOT-000078,LY-HOT-000078,hotels,فندق المنامة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000569,IMG-6B62E345BDD4F37C,IMG-506D468D5469D83B,assets/images/hotels/hotels-LY-HOTELS-00078-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000570,IMG-2C6CCAAC860933E7,IMG-506D468D5469D83B,assets/images/hotels/hotels-LY-HOTELS-00078-03.webp,PRIORITY_A,LY-HOT-000078,LY-HOT-000078,hotels,فندق المنامة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000571,IMG-9DECD06211223AB2,IMG-9DECD06211223AB2,assets/images/hotels/hotels-LY-HOTELS-00079-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000572,IMG-280C1B178E8D3CFF,IMG-9DECD06211223AB2,assets/images/hotels/hotels-LY-HOTELS-00079-01.webp,PRIORITY_A,LY-HOT-000079,LY-HOT-000079,hotels,فندق النخلة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000573,IMG-0AFFB1E69BFA3E19,IMG-0AFFB1E69BFA3E19,assets/images/hotels/hotels-LY-HOTELS-00079-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000574,IMG-1834A16B1E6893A7,IMG-0AFFB1E69BFA3E19,assets/images/hotels/hotels-LY-HOTELS-00079-02.webp,PRIORITY_A,LY-HOT-000079,LY-HOT-000079,hotels,فندق النخلة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000575,IMG-18C2E31FECBA82E1,IMG-18C2E31FECBA82E1,assets/images/hotels/hotels-LY-HOTELS-00079-03.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000576,IMG-773578DB80421152,IMG-18C2E31FECBA82E1,assets/images/hotels/hotels-LY-HOTELS-00079-03.webp,PRIORITY_A,LY-HOT-000079,LY-HOT-000079,hotels,فندق النخلة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000577,IMG-D28036F5C42EE759,IMG-D28036F5C42EE759,assets/images/hotels/hotels-LY-HOTELS-00079-04.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000578,IMG-00AD23CCC437AF69,IMG-D28036F5C42EE759,assets/images/hotels/hotels-LY-HOTELS-00079-04.webp,PRIORITY_A,LY-HOT-000079,LY-HOT-000079,hotels,فندق النخلة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000579,IMG-7F54440D52B35781,IMG-7F54440D52B35781,assets/images/hotels/hotels-LY-HOTELS-00079-05.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000580,IMG-558A07BE19CA49F3,IMG-7F54440D52B35781,assets/images/hotels/hotels-LY-HOTELS-00079-05.webp,PRIORITY_A,LY-HOT-000079,LY-HOT-000079,hotels,فندق النخلة,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000581,IMG-38960BB243DCAEBE,IMG-38960BB243DCAEBE,assets/images/hotels/hotels-LY-HOTELS-00080-01.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000582,IMG-03FE1BFC24DF7657,IMG-38960BB243DCAEBE,assets/images/hotels/hotels-LY-HOTELS-00080-01.webp,PRIORITY_A,LY-HOT-000080,LY-HOT-000080,hotels,فندق النقازة الخمس,cannot_determine,defer,gallery,thumbnail_only,thumbnail_only,exact_sha_duplicate,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
P2REV-000583,IMG-23F67DFE5C75FB94,IMG-82C4B38860F356A2,assets/images/hotels/hotels-LY-HOTELS-00080-02.png,PRIORITY_C,,,,,cannot_determine,defer,,thumbnail_only,thumbnail_only,file_and_metadata_validated,unknown,No explicit local permission document linked,requires_review,unknown,,,,,false,automatic_validation,Awaiting human visual and documented rights review.
