feature_id,name_ar,facility_type,city_ar,municipality_ar,classification,stars,candidate_count,possible_remote_reference,priority_for_future_collection,recommended_collection_method,notes
LY-HOT-000503,فندق باب طرابلس,hotel,,,فندق,5,0,false,B,institutional or facility-provided image request,
LY-HOT-000504,فندق برج المدينة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000505,فندق برج كورنثيا باب أفريقيا,hotel,,,فندق,5,0,false,B,institutional or facility-provided image request,
LY-HOT-000506,فندق بلازما,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000507,فندق بلخير,hotel,,,فندق,3,0,false,B,institutional or facility-provided image request,
LY-HOT-000508,فندق بلخير السياحي,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000509,فندق بيت الامان,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000510,فندق بيت الشرق,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000511,فندق بيت الضيافة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000512,فندق بيروت,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000513,فندق تاج دبي,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000514,فندق توباكتس,hotel,,,فندق,3,0,false,B,institutional or facility-provided image request,
LY-HOT-000515,فندق جاكرتا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000516,فندق جي دبليو ماروت,hotel,,,فندق,5,0,false,B,institutional or facility-provided image request,
LY-HOT-000517,فندق دار طرابلس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000518,فندق ديكنة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000519,فندق ذا ريسدنس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000520,فندق رويال جاردنس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000521,فندق ريزيدينس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000522,فندق زميت الأثري,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000523,فندق زهرة الخليج,hotel,,,فندق,3,0,false,B,institutional or facility-provided image request,
LY-HOT-000524,فندق سارة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000525,فندق سبراتا,hotel,,,فندق,5,0,false,B,institutional or facility-provided image request,
LY-HOT-000526,فندق سفارى,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000527,فندق سما و بلقيس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000528,فندق سما وبلقيس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000529,فندق صحراء ليبيا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000530,فندق ضيافة ونيس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000531,فندق طرابلس الدولى,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000532,فندق طليطلة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000533,فندق طيبة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000534,فندق عمير,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000535,فندق غصن الذهب,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000536,فندق فكتوريا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000537,فندق الاندلس /فندق فوربوينتس شيرتون,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000538,فندق قرطاج,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000539,فندق قصر الظهرة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000540,فندق قصر الياقوت,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000541,فندق قصر ليبيا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000542,فندق قلعة صفيت,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000543,فندق هارون,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000544,فندق قورينا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000545,فندق كريستال,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000546,فندق كليوباترا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000547,فندق كيان,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000548,فندق كيفالاي,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000549,فندق كيلو بترا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000550,فندق ليبوس,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000551,فندق ليبيا السياحي,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000552,فندق ماريقولد,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000553,فندق مجد الضيافة,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000554,فندق مرحبا,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000555,فندق ناريـز ( NARIZ HOTEL),hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000556,فندق نزهة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000557,فندق نيو ستي,hotel,,,فندق,3,0,false,B,institutional or facility-provided image request,
LY-HOT-000558,فندق هايتي,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000559,قرية تاجوراء السياحية,hotel,,,فندق,3,0,false,B,institutional or facility-provided image request,
LY-HOT-000560,قصر العائلة للشقق الفندقية الفرع الثاني,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000561,لبدة إفريقيا للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000562,لمسة للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000563,مساكن القدس للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000564,مساكن القدس للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000567,منازل الشط للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000568,والي للشقق الفندقية,apartment_hotel,,,شقق فندقية,,0,false,B,institutional or facility-provided image request,
LY-HOT-000571,فندق اليمامة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-HOT-000572,فندق الصفوة,hotel,,,فندق,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00001,قرية إدوس السياحية,beach_resort,زوارة,زوارة,منتجع شاطئي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-TRI-00001,قرية مرمرة السياحية,tourist_resort,طرابلس,طرابلس,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00002,قرية فيرونا السياحية,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00003,قرية البرتقالة,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00004,قرية شط النخيل زوارة,accommodation_resort_other,زوارة,زوارة,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00005,قرية أوليڤيا السياحية - زوارة,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00006,منتجع تايتانيك,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00007,إقامة تولين السياحية,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00008,VILLA HAYA,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00009,منتجع زين السياحي,accommodation_resort_other,زوارة,زوارة,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00010,قرية تيبودا السياحيه,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00011,منتجع سيتي بارك زوارة,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SAB-00001,قرية جوهرة صبراتة السياحية,tourist_village,صبراتة,صبراتة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SAB-00002,قرية المغرب العربي صبراتة,tourist_village,صبراتة,صبراتة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SAB-00003,مركب تليل السياحي_صبراتة,tourist_village,صبراتة,صبراتة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00001,القرية السياحية جنزور,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-TRI-00002,قرية بالم سيتي/قرية النخيل السياحية طرابلس,tourist_village,طرابلس,طرابلس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-TRI-00003,القرية السياحية الريقاتة,tourist_village,طرابلس,طرابلس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-TRI-00004,مركب شيراتون - النقاط الأربعة,tourist_complex,طرابلس,طرابلس,مجمع سياحي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00002,القرية السياحية تاجوراء,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00003,منتجع سمرلاند المائي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00001,مصيف قرية مارينا السياحية,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00002,قرية قصر سيلين العائلية,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00003,قرية حدائق غنيمة,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00004,إستراحة شط غنيمة,accommodation_resort_other,الخمس,الخمس,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-TRI-00005,قرية المتوسط العائلية,family_resort,طرابلس,طرابلس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00005,قرية قوس غنيمة السياحية,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00006,قرية لؤلؤة غنيمة العائلية,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00007,قرية شمس البحر,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00008,قرية الشاطيء الذهبي,tourist_resort,الخمس,الخمس,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00009,منتجع سي شيلز,tourist_resort,الخمس,الخمس,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00010,منتجع حوض البحر Seapool Resort,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00011,قرية الخمس السياحية,accommodation_resort_other,الخمس,الخمس,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00012,قريه غنيمه العائليه,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00013,قرية اكوا مارين السياحية,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00014,قرية جنيف العائلية غنيمة,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00015,منتجع شاطئ غنيمة,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00016,شاليهات بن حمودة العائلي,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00004,منتجع كريستال السياحي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00005,منتجع رويال السياحي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00006,القويعة,beach_resort,,,منتجع شاطئي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00007,منتجع فيلا دريم هاوس,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00008,منتجع شط مريم,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00009,استراحة الجود القويعه,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00010,منتجع اتش تي السياحي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00011,منتجع اتش تي 3,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00012,منتجع شاليهات للاجار,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00013,قرية العطايا العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00014,منتجع برستيج,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00015,قرية القويعة السياحية,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00016,شاليهات بن بية,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00017,قرية ميار البحر العائليه,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00018,قرية أغيث السياحية,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00019,قرية الخلة السياحية العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00020,مجمع جواهر لاند,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00021,منتجع دار البحر,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00022,منتجع وادي بالنور,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00023,منتجع بيتش هاوس,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00024,قرية قوس غنيمة السياحية,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00025,منتجع ايليت السياحي,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00026,قرية شمس البحر,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00017,قرية لؤلؤة غنيمة العائلية,family_resort,الخمس,الخمس,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00027,شاليهات ركن النيروز,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00028,قرية رأس الحمراء العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-KHO-00018,قرية شاطئ النخيل الذهبي,tourist_village,الخمس,الخمس,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZLI-00001,قرية أصيل السياحية,tourist_village,زليتن,زليتن,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZLI-00002,قرية الهُزم السياحية,tourist_village,زليتن,زليتن,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-MIS-00001,منتجع الأمان السياحي,tourist_resort,مصراتة,مصراتة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-MIS-00002,منتجع مصراتة,tourist_resort,مصراتة,مصراتة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-MIS-00003,منتجع فينيسيا/مصراتة,tourist_resort,مصراتة,مصراتة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-MIS-00004,قرية زريق السياحية,tourist_village,مصراتة,مصراتة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00029,حي قصور الضيافة_سرت,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00001,شاليهات ريماس,accommodation_resort_other,بنغازي,بنغازي,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-BEN-00002,قرية شاطيء النخيل,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00003,منتجع مارينا بنغازي السياحي,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00004,منتجع الصفوة السياحي,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00005,منتجع ماربيلا السياحي,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00006,مجمع الاصالة السياحي,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00007,قرية الفاضل,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00008,منتجع الأسيل,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00009,منتجع الماسة السياحي,accommodation_resort_other,بنغازي,بنغازي,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-BEN-00010,منتجع قاريونس العائلي,family_resort,بنغازي,بنغازي,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-BEN-00011,منتجع النخلة الذهبية,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00012,منتجع فايا لارجو,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BEN-00013,قرية قمرت السياحية,tourist_village,بنغازي,بنغازي,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00030,منتجع التلال الحمامة,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00031,منتجع الجراري السياحي - للعائلات,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00032,منتجع ومصيف الحمامة,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00033,قرية إيلاف السياحية,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-BAY-00001,شاليهات الحدائق الملكية,accommodation_resort_other,البيضاء,البيضاء,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-BAY-00002,منتجع وادي الكوف,tourist_resort,البيضاء,البيضاء,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00034,منتجع إيلاند السياحي,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00035,منتجع كنزي السياحي,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00036,منتجع سوسه,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00037,مصيف القريه/رأس الهلال,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00038,منتجع الينابيع السياحي,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00039,منتجع الاثرون السياحي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-DER-00001,منتجع إيميليا السياحي,tourist_resort,درنة,درنة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-DER-00002,مصيف 1805,tourist_resort,درنة,درنة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00040,منتجع الابرق السياحي,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00001,منتج شحات السياحي,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00002,منتجع وموتيل الأمان 1,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00003,منتجع وموتيل الأمان 3,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00004,شاليهات بوعطية,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00005,منتجع جود السياحي,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-KHO-00019,إستراحات فردية درجة أولى,tourist_resort,الخمس,الخمس,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00006,إستراحات فردية,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00007,منتجع الاسرة السعيدة,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00008,شاليهات بومؤمن,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SHA-00009,منتجع سيف للسياحه ولاستثمار,tourist_resort,شحات,شحات,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-TOB-00001,منتجع وفندق ريفان السياحي,accommodation_resort_other,طبرق,طبرق,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00012,قرية سبتيموس السياحية - زوارة,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00013,قرية سيمو السياحية - زوارة,accommodation_resort_other,زوارة,زوارة,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZLI-00003,منتجع الهادريان زليتن,accommodation_resort_other,زليتن,زليتن,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00041,منتجع سفارى السياحى,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00014,قرية اوديسا السياحية,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00015,Azul house استراحة ازول,tourist_village,زوارة,زوارة,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00016,DiVano Resort,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00017,منتجع لاجون Lagoon Resort,tourist_resort,زوارة,زوارة,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00018,Barracuda Village - منتجع باراكودا,accommodation_resort_other,زوارة,زوارة,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00042,Oea Village - Diar Al Bahr,tourist_village,,,قرية سياحية,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00043,قرية قوس غنيمة السياحية,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00044,La Vida Resort & Beach Club,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00045,استراحة اونان,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00046,Resort Zuwara,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00047,Beach House,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00019,استراحة سيليا زوارة,review_required,زوارة,زوارة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00048,استراحة نبض الحياة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00049,Villa Helena,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00050,Crystal House إستراحة كريستال,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00051,استرحات انيار المميزة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00052,اقامة لونا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00053,استراحة LAREN,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00020,منتجع بالي زوارة/Bali village,review_required,زوارة,زوارة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00054,Sea room,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00055,Guest house,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00056,منتجع الملّاحة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00021,مصيف أبناء الغالي العائلي-زوارة,family_resort,زوارة,زوارة,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00057,استراحة فايق بكه,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00022,قصر الضيافة زوارة,review_required,زوارة,زوارة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00058,استراحة الشاطئ,beach_resort,,,منتجع شاطئي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00059,استراحة دار الضيافة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00023,استراحة فيرونا زوارة,review_required,زوارة,زوارة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
