feature_id,facility_name_ar,facility_type,city_ar,current_candidate_image_id,recommended_image_id,recommended_master_image_id,automatic_match_basis,technical_quality,shared_image_status,manual_visual_review_status,primary_suitability,rights_status,institutional_approval_status,recommendation_status,notes
LY-HOT-000134,فندق الجغبوب,hotel,,IMG-8084340B4BB7CB22,IMG-8084340B4BB7CB22,IMG-AA1CB588CAAD3FC9,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000135,فندق الجلاء,hotel,,IMG-94025569E10A3EC8,IMG-94025569E10A3EC8,IMG-30A4B61B55A2DB7C,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000137,فندق الخان الطرابلسي,hotel,,IMG-692D357EF64EECF5,IMG-692D357EF64EECF5,IMG-692D357EF64EECF5,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000138,فندق الرحاب,hotel,,IMG-29F498B195A17DAE,IMG-29F498B195A17DAE,IMG-D8DD811770FB6083,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000143,فندق ابن الرومي,hotel,,IMG-C04C7358AE4C64F2,IMG-C04C7358AE4C64F2,IMG-F95797DD27AB0604,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000145,فندق الحياة,hotel,,IMG-4F1BF241FA1C1032,IMG-4F1BF241FA1C1032,IMG-341A618CE06A6ADF,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000148,فندق العوينات,hotel,,IMG-1E9790A7A8F159ED,IMG-1E9790A7A8F159ED,IMG-6CBB24820D65DE0B,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000150,فندق الفضيل,hotel,,IMG-03C03752D4FFB0D9,IMG-03C03752D4FFB0D9,,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000151,فندق الفضيل رأس لانوف,hotel,,IMG-7408B0FEE6E15B14,IMG-7408B0FEE6E15B14,IMG-37F5CC01C65299DE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000152,فندق الفلك,hotel,,IMG-E3245A512704B018,IMG-E3245A512704B018,IMG-BCB7E1B223D8203A,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000154,فندق القلعة,hotel,,IMG-4DE50FE5C77F11DC,IMG-4DE50FE5C77F11DC,,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000155,فندق الكاظم,hotel,,IMG-C1A63B7C18A696CC,IMG-C1A63B7C18A696CC,IMG-F5A37F569C93E905,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000157,فندق المبروك,hotel,,IMG-65010E3F7285D3C4,IMG-65010E3F7285D3C4,IMG-5A83A2F605CCF1EE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000158,فندق المتوسط الخمس,hostel,,IMG-4F0A3CE02FA1B883,IMG-4F0A3CE02FA1B883,IMG-5BE42BF01EA16B89,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000160,فندق المدينة,hotel,,IMG-4ECEDB1678C21ED6,IMG-4ECEDB1678C21ED6,IMG-C528015251C45B51,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000163,فندق المرج السياحي,hotel,,IMG-4D69B0877B8F026F,IMG-4D69B0877B8F026F,IMG-190884A40D2ABF52,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000164,فندق المسيرة,hotel,,IMG-36DA0CCAB2BCB61C,IMG-36DA0CCAB2BCB61C,IMG-9AD922FF37B51637,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000166,فندق المغرب العربي,hotel,,IMG-D345EAAFD727F3C0,IMG-D345EAAFD727F3C0,IMG-B04C55A3A97695A6,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000169,فندق النخلة السياحي,hotel,,IMG-87993A1E3CB548BA,IMG-87993A1E3CB548BA,IMG-8A4782794B4D09FE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000171,فندق النوران,hotel,,IMG-1DBC5EAF16A5E4BE,IMG-1DBC5EAF16A5E4BE,IMG-2289A7A09D4A8335,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000181,فندق اليمامة,hotel,,IMG-ED94159E9BC6C717,IMG-ED94159E9BC6C717,IMG-A477669901497B22,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000187,فندق أفريقيا,hotel,,IMG-3B56150C8DAA5F16,IMG-3B56150C8DAA5F16,IMG-424BD318FC8C835A,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000190,فندق أمال ليبيا,hotel,,IMG-2F048837E230F91F,IMG-2F048837E230F91F,,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000193,فندق باب البحر,hotel,,IMG-A3170ECA96244672,IMG-A3170ECA96244672,IMG-5CA2B4E101C57B5C,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000196,فندق بلازما,hotel,,IMG-5FE1ABA6DADBA795,IMG-5FE1ABA6DADBA795,IMG-133A23B4A668D9F5,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000201,فندق توباكتس,hotel,,IMG-00D26D8EDC613DDE,IMG-00D26D8EDC613DDE,IMG-6FA829EB83A8FCAC,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000209,فندق ديار الهناء,hotel,,IMG-23AE35FD4B853F4A,IMG-23AE35FD4B853F4A,IMG-183CEDE059F1A189,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000221,فندق سفيروس الخمس,hotel,,IMG-7D1036F871E7B856,IMG-7D1036F871E7B856,IMG-65266F5F116CC5BF,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000223,فندق صحارى ليبيا,hotel,,IMG-5255F49255B9CDBC,IMG-5255F49255B9CDBC,IMG-597BB54E378E3D06,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000268,فندق الفصول الاربعة 3,hotel,,IMG-674C0626690A6B84,IMG-674C0626690A6B84,IMG-F4B773F3F5826691,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000273,فندق النعيم,hostel,,IMG-07823DE59E73877A,IMG-07823DE59E73877A,IMG-A8A2FE6C77946B50,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000275,فندق الفصول الاربعة 2,resort,,IMG-AB2F785A48F45260,IMG-AB2F785A48F45260,IMG-1C3BA4BF58BF7974,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000276,فندق السفير,hotel,,IMG-E240158CEC65F3C9,IMG-E240158CEC65F3C9,IMG-7E5D0782E12EA5D9,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000277,فندق نور الثريا,hotel,,IMG-4D715E6F645A91E4,IMG-4D715E6F645A91E4,IMG-66CB19A1EDEE23E0,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000278,فندق الشاطئ الذهبى,hotel,,IMG-3143393C3BB12C6B,IMG-3143393C3BB12C6B,IMG-705FD2B233983894,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000279,فندق الصافي,hotel,,IMG-D58DFEE97D5305FF,IMG-D58DFEE97D5305FF,IMG-ECE2E4D8B397371D,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000281,فندق الفصول الابعة 1,hotel,,IMG-D0E4C14FEF216C2C,IMG-D0E4C14FEF216C2C,IMG-2D45459AD8F9CC78,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000282,فندق سفارى,hotel,,IMG-BED506EA5E4A268B,IMG-BED506EA5E4A268B,IMG-60C21FD40A4E4920,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000283,فندق زهرة الخليج,hotel,,IMG-F3E648AD7CE0F676,IMG-F3E648AD7CE0F676,IMG-1CDC2C3D694FD21B,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000284,فندق السلاسل الذهبية,hostel,,IMG-FD63377BEAD728F4,IMG-FD63377BEAD728F4,IMG-D852AA75FDEC7960,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000295,فندق تاج,hostel,,IMG-AB22C6D40D93616F,IMG-AB22C6D40D93616F,IMG-A4E1C106CA5102C7,existing_link,acceptable,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000297,فندق أضواء قرطاج,hotel,,IMG-4B501E6BBD73EAFE,IMG-4B501E6BBD73EAFE,IMG-3E4CED93BF7426F1,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000305,فندق الغزالة,hotel,,IMG-23317BED444CE147,IMG-23317BED444CE147,IMG-B936AD7EBE9DAF62,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000307,فندق الديوان,hotel,,IMG-B957081BDFD31AD9,IMG-B957081BDFD31AD9,IMG-D9CA53A7672879BF,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000314,فندق السرايا,hotel,,IMG-B9573C8C7FB931A8,IMG-B9573C8C7FB931A8,IMG-5269628C74ADF318,existing_link,acceptable,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000318,الحبايب,review_required,,IMG-C342E390F07568AB,IMG-C342E390F07568AB,IMG-9A036A41DCB17370,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000319,هوم بلازا_للشقق الفندقية,hotel,,IMG-FB95B3497C1F55CA,IMG-FB95B3497C1F55CA,IMG-A5A330256BF13807,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000320,فندق الرحال,apartment_hotel,,IMG-007802D9BC5D755F,IMG-007802D9BC5D755F,IMG-F35449759FEAB1E9,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000321,الوادي 2 للشقق الفندقية,hotel,,IMG-6114B601BF0B1A8C,IMG-6114B601BF0B1A8C,IMG-18D2823CC6168755,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000322,الأطلس للشقق الفندقية,hotel,,IMG-8E4486514CFFA7F7,IMG-8E4486514CFFA7F7,IMG-00A08FB9993FDC6A,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000323,فندق بيزا السياحي,resort,,IMG-7C37736A8EF80145,IMG-7C37736A8EF80145,IMG-18EEA34E41204D8F,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000324,فندق قوز التيك,hotel,,IMG-F11E4A59FEBF8315,IMG-F11E4A59FEBF8315,IMG-1389659C2264D447,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000331,فندق الراحة اجدابيا,hotel,,IMG-844AB3082A456BFB,IMG-844AB3082A456BFB,IMG-558CE15AD985397D,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000332,عمار او المجد للشقق الفندقية,hotel,,IMG-C1AE737C120905FA,IMG-C1AE737C120905FA,IMG-3EA653CB93695794,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000333,فندق مزايا اجدابيا,hostel,,IMG-D93EABF8C6526D6E,IMG-D93EABF8C6526D6E,IMG-CCC9ACB679F36245,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000334,فندق التوجان السياحي,hostel,,IMG-35322FD32CA106B6,IMG-35322FD32CA106B6,IMG-8E4C579EE177DF57,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000335,نزل وقاعة الهاشمي,apartment_hotel,,IMG-C99CB2EDA0546E4A,IMG-C99CB2EDA0546E4A,IMG-882914DCCBCD4B08,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000336,نزل وقاعة زهرة الخليج,hostel,,IMG-9B0A5BE0E41F60DC,IMG-9B0A5BE0E41F60DC,IMG-66BACF4E74F7ABB8,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000337,الهضبة للشقق الفندقية,apartment_hotel,,IMG-8965EEC8E5FF047F,IMG-8965EEC8E5FF047F,IMG-EEEE06A8EE8A5BBE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000338,الامان للشقق الفندقية,apartment_hotel,,IMG-500722E7A72A0CB8,IMG-500722E7A72A0CB8,IMG-D7CE0E4AF92A71CB,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000339,نزل ماريا MARIYA,apartment_hotel,,IMG-85FF2A28B63234FE,IMG-85FF2A28B63234FE,IMG-AF253CDB6BCF82B9,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000340,فندق الرابطة,hostel,,IMG-BD20E72787241A92,IMG-BD20E72787241A92,IMG-F9AC1761B241CDCE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000342,فندق غريان السياحي,hotel,,IMG-4B76AA9E191EC586,IMG-4B76AA9E191EC586,IMG-E46FAAB47F3CCBB1,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000343,فندق روايال غريان,hostel,,IMG-B2F0F8C95D27D07E,IMG-B2F0F8C95D27D07E,IMG-99A77748F15BA271,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000344,فندق حوش بوغنوش,hotel,,IMG-A99658DB11939621,IMG-A99658DB11939621,IMG-6F6E80FA1C398EEC,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000345,فندق اللؤلؤة السياحي البضاء,hotel,,IMG-C1997F4EB6ECAB93,IMG-C1997F4EB6ECAB93,IMG-BEF1F2F1E807EA48,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000346,فندق لؤلؤة الخليج البيضاء,hotel,,IMG-5875E6DDBB7440C2,IMG-5875E6DDBB7440C2,IMG-7A5BB67D81637BF8,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000349,النوران_ للشقق_الفندقية,hostel,,IMG-65F952AC1826FCC9,IMG-65F952AC1826FCC9,IMG-6E08B25C96998D68,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000352,فندق اية الجبل البيضاء,apartment_hotel,,IMG-2986C5A66BB26BE3,IMG-2986C5A66BB26BE3,IMG-E3EC8DB4F82EDA83,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000355,فندق برونتو البيضاء,apartment_hotel,,IMG-CCB429063BDA2EAE,IMG-CCB429063BDA2EAE,IMG-9309D223CFC81510,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000356,عمارة الجوري للشقق الفندقية,hotel,,IMG-17E2B625E5E1BCA6,IMG-17E2B625E5E1BCA6,IMG-ED140BC6281F6CDD,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000357,فندق العنود البيضاء,apartment_hotel,,IMG-819089A3F33FB55C,IMG-819089A3F33FB55C,IMG-E8A0ACB419E446F1,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000358,فندق الفردوس للشقق الفندقية,apartment_hotel,,IMG-14245C39708E3BCD,IMG-14245C39708E3BCD,IMG-9975F81187555CC5,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000360,فندق مرحبا للخدمات السياحية,hotel,,IMG-BACA013556C590D9,IMG-BACA013556C590D9,IMG-B0AD9CF0FB43F42C,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000361,عمارة اضواء ليبيا للشقق الفندقية البيضاء,hotel,,IMG-9BF85753F3D4472A,IMG-9BF85753F3D4472A,IMG-623A6611F4B7698B,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000363,فندق المرقب السياحي الخمس,hostel,,IMG-0457C54827D282C9,IMG-0457C54827D282C9,IMG-B13C3832364395E2,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000364,فندق التوليب السياحي الخمس,apartment_hotel,,IMG-BDD22CBAB3D84BB7,IMG-BDD22CBAB3D84BB7,IMG-D11FAF6F6E87CFB4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000365,فندق بيت سباب الخمس,hotel,,IMG-6DE54E582E1827F9,IMG-6DE54E582E1827F9,IMG-53FEC56240658906,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000366,فندق الاخوة السياحي الخمس,hotel,,IMG-0AD416076AE4E41A,IMG-0AD416076AE4E41A,IMG-B43053CBB4A73052,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000375,فندق الخليج,hostel,,IMG-3689B35FCE5A7ED0,IMG-3689B35FCE5A7ED0,IMG-009FCBE892318CFC,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000376,فندق أضواء قرطاج,hotel,,IMG-1BD693AB20394DC5,IMG-1BD693AB20394DC5,IMG-CCFE684B5BBCEC7A,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000377,فندق اجنحة قرطاج,hotel,,IMG-6569E1B0BB8E0782,IMG-6569E1B0BB8E0782,IMG-FA780C750B848E8D,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000378,فندق الباشا,hotel,,IMG-ED83FCE5201AF85C,IMG-ED83FCE5201AF85C,IMG-CCCFE0B970F832F5,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000379,دار السلام للشقق الفندقية,hotel,,IMG-65EB7AC18CE64A22,IMG-65EB7AC18CE64A22,IMG-5E477A1F8A6E89A1,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000380,فندق نيو سيتي,hotel,,IMG-E9E5D5D57BE0E74A,IMG-E9E5D5D57BE0E74A,IMG-85C063D8E242F238,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000384,فندق جولف,hotel,,IMG-666F1656E7D3A85E,IMG-666F1656E7D3A85E,IMG-16B5AE44B2B3A4BB,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000385,فندق زهرة الشمس,hotel,,IMG-D7133115A485D29B,IMG-D7133115A485D29B,IMG-200BAB60F0A18FCA,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000386,فندق سنترو,hotel,,IMG-BB1EDEC4DA9BCC9F,IMG-BB1EDEC4DA9BCC9F,IMG-D8F8879D56CD066C,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000388,فندق كيان 2,hostel,,IMG-A1754166EF9651FE,IMG-A1754166EF9651FE,IMG-B3423DCCF6AED163,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000389,فندق نور الثريا السياحى,hostel,,IMG-F19D53660A0C5316,IMG-F19D53660A0C5316,IMG-2A4B90E2E75CC0CA,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000390,فندق أويا,hotel,,IMG-DD01B3202625761C,IMG-DD01B3202625761C,IMG-9D034CE7E72965BE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000392,اجنحة كراون للشقق الفندقية,apartment_hotel,,IMG-9B12B9937D7300CA,IMG-9B12B9937D7300CA,IMG-D40BFD5F1791242A,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000393,الدلتا للشقق الفندقية 2,apartment_hotel,,IMG-FEB66814946A0C34,IMG-FEB66814946A0C34,IMG-A54E8C552428C2A1,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000394,الدلتا للشقق الفندقية 1,apartment_hotel,,IMG-646D87B3751258C3,IMG-646D87B3751258C3,IMG-5CF299F9826456A1,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000395,الشاطي الذهبي,hotel,,IMG-3F3998976A1F9DD4,IMG-3F3998976A1F9DD4,IMG-7914DB8D81DF2433,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000396,العنوان للشقق الفندقيه,apartment_hotel,,IMG-4A9145DFE8B3BDD1,IMG-4A9145DFE8B3BDD1,IMG-30D22D96D4FCFF21,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000398,القبس لشقق الفندقيه,apartment_hotel,,IMG-8463F4C0B4C523C4,IMG-8463F4C0B4C523C4,,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000399,الماسة للأجنحة الفندقية,apartment_hotel,,IMG-A3238C4AC13F9C7F,IMG-A3238C4AC13F9C7F,IMG-B108DCDC5B17A513,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000400,المجرة للشقق الفندقية,apartment_hotel,,IMG-9067216E5A3805E8,IMG-9067216E5A3805E8,IMG-28E682522CDA25C9,existing_link,thumbnail_only,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000401,المكان للشقق الفندقية,apartment_hotel,,IMG-071FE7CDBF486A2C,IMG-071FE7CDBF486A2C,IMG-AB80F3A7AC9DB921,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
