id,name_ar,quality_status,completeness_percent,missing_fields,review_status,notes
LY-HOT-000381,فندق الهانى,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000382,فندق اليسر,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000383,فندق جنان النوار,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000384,فندق جولف,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000385,فندق زهرة الشمس,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000386,فندق سنترو,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000387,فندق صبراتة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000388,فندق كيان 2,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000389,فندق نور الثريا السياحى,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000390,فندق أويا,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000391,فندق منتجع الطاووس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000392,اجنحة كراون للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000393,الدلتا للشقق الفندقية 2,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000394,الدلتا للشقق الفندقية 1,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000395,الشاطي الذهبي,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000396,العنوان للشقق الفندقيه,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000397,تحت الصيانة الفندق الكبير,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000398,القبس لشقق الفندقيه,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000399,الماسة للأجنحة الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000400,المجرة للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000401,المكان للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000402,اوكا لشقق الفندقيه vib,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000403,إقامة إيفا للشق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000404,إقامة قورينا الفاخرة,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000405,أجنحة الفوانيس للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000406,بيت النوران للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000407,بيوت العاصمة للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000408,جواهر العاصمة للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000409,جولايا للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000410,جوهرة السلام للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000411,حدائق المشتل للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000412,دار الضيافة 2 للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000413,شركة العميد لايجار الشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000414,شقق البرنس,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000415,شقق الرواد المفروشة,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000416,شقق فيلا ليبيا الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000417,فندق اكاكوس,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000418,فندق الاخوة,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000419,فندق الاصالة,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000420,فندق الاندلس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000421,فندق البتراء,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000422,فندق البشير,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000423,فندق البيت الراقي للشقق الفندقية,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000424,فندق التاج,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000425,فندق التوفيق بلازا,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000426,فندق الجبل الأخضر,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000427,فندق الجرات,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000428,فندق الخان الطرابلسي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000429,فندق الخليج,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000430,فندق الخيام العربية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000431,فندق الدالي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000432,فندق الدبلوماسي,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000433,فندق الدوحة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000434,فندق الديار,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000435,فندق الديوان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000436,فندق الديوان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000437,فندق الديوان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000438,فندق الديوان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000439,فندق الرحاب,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000440,فندق الرحاب 1,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000441,فندق الرحاب 2,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000442,فندق الرفيع,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000443,فندق الرواد,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000444,فندق الريان,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000445,فندق الزيتونة,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000446,فندق السرايا,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000447,فندق السرايا السياحي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000448,فندق السفير,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000449,فندق السفينة الزرقاء,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000450,فندق السلاسل الذهبية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000451,فندق السلطان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000452,فندق السلطان داون تاون,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000453,فندق السندباد,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000454,فندق الشاطئ الذهبي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000455,فندق الشجرة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000456,فندق الشمس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000457,فندق الصافي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000458,فندق الصفوة للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000459,فندق الصولجان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000460,فندق الضيافة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000461,فندق الطريق,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000462,فندق العاصمة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000463,فندق الفتح,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000464,فندق الفردوس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000465,فندق الفصول الأربعة ( 1 ),medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000466,فندق الفصول الأربعة ( 2 ),medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000467,فندق الفصول الأربعة ( 3 ),medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000468,فندق القلعة السياحي للشقق المفروشة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000469,فندق القنصل,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000470,فندق القوس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000471,فندق الكندي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000472,فندق الكنوز الدهبية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000473,فندق اللؤلؤة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000474,فندق الليلك,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000475,فندق المأمون,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000476,فندق المبروك,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000477,فندق المتوسط,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000478,فندق المتوسط,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000479,فندق المتوسط,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000480,فندق المتوسط,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000481,فندق المختار,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000482,فندق المشكاة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000483,فندق المنامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000484,فندق المهاري رادسون بلو,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000485,فندق النخلة السياحي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000486,فندق النهر,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000487,فندق النورس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000488,فندق الهاني,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000489,فندق الهناء,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000490,فندق الواحات,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000491,فندق الوادي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000492,فندق الودان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000493,فندق الياسمينة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000494,فندق الياقوتة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000495,فندق اليقين,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000496,فندق اوال,medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000497,فندق أجنحة الوليد,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000498,فندق أسامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000499,فندق أسامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000500,فندق أسامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000501,فندق أسامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000502,فندق باب البحر,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000503,فندق باب طرابلس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000504,فندق برج المدينة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000505,فندق برج كورنثيا باب أفريقيا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000506,فندق بلازما,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000507,فندق بلخير,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000508,فندق بلخير السياحي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000509,فندق بيت الامان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000510,فندق بيت الشرق,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000511,فندق بيت الضيافة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000512,فندق بيروت,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000513,فندق تاج دبي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000514,فندق توباكتس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000515,فندق جاكرتا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000516,فندق جي دبليو ماروت,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000517,فندق دار طرابلس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000518,فندق ديكنة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000519,فندق ذا ريسدنس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000520,فندق رويال جاردنس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000521,فندق ريزيدينس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000522,فندق زميت الأثري,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000523,فندق زهرة الخليج,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000524,فندق سارة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000525,فندق سبراتا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000526,فندق سفارى,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000527,فندق سما و بلقيس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000528,فندق سما وبلقيس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000529,فندق صحراء ليبيا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000530,فندق ضيافة ونيس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000531,فندق طرابلس الدولى,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000532,فندق طليطلة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000533,فندق طيبة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000534,فندق عمير,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000535,فندق غصن الذهب,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000536,فندق فكتوريا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000537,فندق الاندلس /فندق فوربوينتس شيرتون,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000538,فندق قرطاج,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000539,فندق قصر الظهرة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000540,فندق قصر الياقوت,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000541,فندق قصر ليبيا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000542,فندق قلعة صفيت,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000543,فندق هارون,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000544,فندق قورينا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000545,فندق كريستال,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000546,فندق كليوباترا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000547,فندق كيان,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000548,فندق كيفالاي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000549,فندق كيلو بترا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000550,فندق ليبوس,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000551,فندق ليبيا السياحي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000552,فندق ماريقولد,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000553,فندق مجد الضيافة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000554,فندق مرحبا,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000555,فندق ناريـز ( NARIZ HOTEL),medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000556,فندق نزهة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000557,فندق نيو ستي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000558,فندق هايتي,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000559,قرية تاجوراء السياحية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000560,قصر العائلة للشقق الفندقية الفرع الثاني,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000561,لبدة إفريقيا للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000562,لمسة للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000563,مساكن القدس للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000564,مساكن القدس للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000565,مساكن القدس للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000566,مساكن القدس للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000567,منازل الشط للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000568,والي للشقق الفندقية,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),medium,62,city|phone|website,integrated,Complete missing official fields
LY-HOT-000570,فندق الشراع,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000571,فندق اليمامة,medium,50,city|phone|website|image,integrated,Complete missing official fields
LY-HOT-000572,فندق الصفوة,medium,50,city|phone|website|image,integrated,Complete missing official fields
