id,name_ar,quality_status,completeness_percent,missing_fields,review_status,notes
LY-ACC-RES-ZUW-00001,قرية إدوس السياحية,medium,64,rooms|capacity|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00081,استراحة ميار,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00082,استراحه فينيسيا صبراته,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00083,استراحة الزيتونة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-SAB-00007,Sabratha youth hostel _بيت شباب صبراتة,low,21,classification|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00084,استراحة ومصيف باب البحر,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00085,مقسم استراحات بن سالم,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00086,إستراحة سوفانا,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00087,استراحة لازورد صبراته,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00088,استراحة مرجانة (الحرابي),low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00089,مصيف ليبيا العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00090,مصيف صرمان العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00091,استراحة مرمرة جوددائم,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00092,استراحة البحر الابيض. JUDDIAM,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00093,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00094,مشروع لؤلؤة المدينة قرية النفط,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00095,مصيف شاطئ الرمال,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00096,مصيف نسيم البحر العائلى,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00097,مصيف جنى العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00098,مصيف وقرية بيلسان العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00099,مصيف جسر الطاقة العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00100,مصيف القلعة العائلي 32,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00101,مصيف اﻻمان والمرح العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00102,مصيف جيران البحر العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00103,ڤيلا لاڤيستا,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00104,Private house برايفت هاوس,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00105,ROYAL DYAR Resort Hotel,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00106,Cyrine Resort,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00107,استراحة القويعة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00108,Alameer Villa ڤيلا الأمير,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00109,Villa mfm,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00110,W استراحة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00111,استراحة السلام,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00112,استراحات ابناء يوسف منيصير,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00113,استراحات شاطئ غوط الرمان,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00114,A.G.S villa,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00115,استراحة فاميلي رست,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00116,استراحة بن طابون,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00117,إستراحة ليان للإيجار اليومي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00118,Villa SIMO,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00119,إستراحة ليان للإيجار اليومي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00120,استراحة هلا مدريد القره بوللي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00121,ليڤينت/Levent Family Resort,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00122,منتجع الماسة السياحي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00123,Compound Rawasi,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00124,استراحة فايف قولد ستار,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00125,استراحة زهرة القويعة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00126,The Twins استراحات التوأم,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00127,منتجع إيليت,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00128,شاليه شمس البحر القره بوللي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00129,شاليه النورس,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00130,استراحة ديلان,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00131,Crown Beach Resort,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00132,Salem Elgamoudi Beach House,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00133,Bali s BEACH HOUSE,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00134,Alhady Elmelliti Beach House,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00135,Golden beach village,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00136,شاطي القره بوللي منطقة القويعة السياحية,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00137,منتجع كريستال السياحي 1,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00138,استراحة لابلازا -LA PLAZA,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00139,إستراحة القويعة العائلية,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00140,استراحة كازا دولتشي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00141,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00142,استراحة ارام للاستجمام العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00143,Villa Lugano ڤيلا لوچانو,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00144,حلا البحر للعائلات,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00145,Villa Mia فيلا ميا,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00146,لمة العيلة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00147,استراحة نسائم البحر,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00148,Villa golden star,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00149,فيلا الصاري العائلية,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00150,بيت الصبار,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00151,فيلا الشاهين,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00152,Hesham Al Askari Marine Rest House,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00153,La Coral,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00154,استراحة شمس للعائلات,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00155,فيلا ملكة A,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00156,فيلا غسق,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00157,فيلا روعة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00158,شاليه قطر الندى,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00159,النوران العائلية,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00160,شاليه الدلفين,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00161,شاليه همام,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00162,Villa Mare ڤيلا ماري,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00163,فيلا كراون Villa Crown,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00164,فيلا سانتوريني,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00165,شاليه ماسة,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00166,استراحة مارية العائلية,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00167,استراحة اللؤلؤة,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00168,استراحة روح البحر,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00169,Ataya Resort,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00170,مقسم شاطئ النرجس السياحي,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00171,استراحة فرحات لاند,low,14,classification|municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,review_required,Complete from tourism authority or municipality; verify classification
LY-ACC-RES-NAT-00172,مصيف الامان فم الوادي العائلي,low,21,municipality|address|contact|rooms|beds|units|capacity|services|license|operation|image,integrated,Complete from tourism authority or municipality; verify classification
