feature_id,layer_id,name_ar,name_en,facility_type_code,investment_type_code,geometry_type,city_ar,municipality_ar,longitude,latitude,data_quality_status,data_review_status,source,id_status
LY-ACC-RES-KHO-00001,resorts,مصيف قرية مارينا السياحية,مصيف قرية مارينا السياحية الخمس -Marina Villages,tourist_village,,Point,الخمس,الخمس,14.3535,32.595636,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00002,resorts,قرية قصر سيلين العائلية,قرية قصر سيلين العائلية - QASR SILIN FAMILY RESORTS,family_resort,,Point,الخمس,الخمس,14.187187,32.704188,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00003,resorts,قرية حدائق غنيمة,قرية حدائق غنيمة - GHANIMA GARDENS VILLAGES,tourist_village,,Point,الخمس,الخمس,14.058807,32.719882,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00004,resorts,إستراحة شط غنيمة,العنوان/المدينة: شارع الاربعين 40 غنيمة، الخمس,accommodation_resort_other,,Point,الخمس,الخمس,14.028791,32.721768,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-TRI-00005,resorts,قرية المتوسط العائلية,Almotawaset resorts,family_resort,,Point,طرابلس,طرابلس,14.029608,32.726655,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00005,resorts,قرية قوس غنيمة السياحية,qous ghanima village,tourist_village,,Point,الخمس,الخمس,14.05611,32.72302,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00006,resorts,قرية لؤلؤة غنيمة العائلية,العنوان/المدينة:,family_resort,,Point,الخمس,الخمس,14.03409,32.72176,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00007,resorts,قرية شمس البحر,العنوان/المدينة:,tourist_village,,Point,الخمس,الخمس,14.059195,32.721778,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00008,resorts,قرية الشاطيء الذهبي,Golden Beach Village,tourist_resort,,Point,الخمس,الخمس,14.05915,32.71876,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00009,resorts,منتجع سي شيلز,SeaShells Beach Resort,tourist_resort,,Point,الخمس,الخمس,14.190261,32.704827,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00010,resorts,منتجع حوض البحر Seapool Resort,Seapool Resort (منتجع حوض البحر),tourist_village,,Point,الخمس,الخمس,14.060749,32.722251,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00011,resorts,قرية الخمس السياحية,العنوان/المدينة:,accommodation_resort_other,,Point,الخمس,الخمس,14.277922,32.645768,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00012,resorts,قريه غنيمه العائليه,منتجع غنيمة السياحي Ghanima Resort&spa,family_resort,,Point,الخمس,الخمس,14.27806,32.64588,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00013,resorts,قرية اكوا مارين السياحية,قرية أكوامارين السياحية - Aquamarine,tourist_village,,Point,الخمس,الخمس,14.034,32.72555,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00014,resorts,قرية جنيف العائلية غنيمة,قرية جنيف السياحية غنيمة Geneve,family_resort,,Point,الخمس,الخمس,14.03118,32.72632,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00015,resorts,منتجع شاطئ غنيمة,Ghanima beach resort & spa منتجع وشاطيء غنيمه,tourist_village,,Point,الخمس,الخمس,14.054075,32.721054,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00016,resorts,شاليهات بن حمودة العائلي,شاليهات بن حمودة العائلي - Shalehat ben hammoda,family_resort,,Point,الخمس,الخمس,14.036992,32.724932,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00004,resorts,منتجع كريستال السياحي,منتجع كريستال 2 السياحي,tourist_resort,,Point,,,13.635274,32.787534,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00005,resorts,منتجع رويال السياحي,منتجع رويال السياحي villa 34,tourist_resort,,Point,,,13.664968,32.788072,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00006,resorts,القويعة,Goweea sea resorts,beach_resort,,Point,,,13.63224,32.788705,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00007,resorts,منتجع فيلا دريم هاوس,فيلا دريم هاوس Dream house,tourist_resort,,Point,,,13.672592,32.786663,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00008,resorts,منتجع شط مريم,العنوان/المدينة:,tourist_resort,,Point,,,13.662328,32.788894,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00009,resorts,استراحة الجود القويعه,العنوان/المدينة:,tourist_resort,,Point,,,13.632986,32.788413,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00010,resorts,منتجع اتش تي السياحي,منتجع اتش تي السياحي -HT,tourist_resort,,Point,,,13.63298,32.7864,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00011,resorts,منتجع اتش تي 3,HT3 Resort,tourist_resort,,Point,,,13.642859,32.786514,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00012,resorts,منتجع شاليهات للاجار,العنوان/المدينة:,tourist_resort,,Point,,,13.644477,32.787918,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00013,resorts,قرية العطايا العائلية,قرية العطايا العائلية AtAYA,family_resort,,Point,,,13.675653,32.789468,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00014,resorts,منتجع برستيج,منتجع برستيج السياحي PRESTIGE RESORT,tourist_resort,,Point,,,13.66734,32.787004,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00015,resorts,قرية القويعة السياحية,العنوان/المدينة:,tourist_village,,Point,,,13.63431,32.787161,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00016,resorts,شاليهات بن بية,العنوان/المدينة:,tourist_resort,,Point,,,13.64435,32.787928,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00017,resorts,قرية ميار البحر العائليه,قرية ميار البحر العائلية - القره بولي MAYAR AL BAHR VILLAGE,family_resort,,Point,,,13.68749,32.789744,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00018,resorts,قرية أغيث السياحية,منتجع أغيث - Agith Resort,tourist_village,,Point,,,13.645681,32.787654,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00019,resorts,قرية الخلة السياحية العائلية,العنوان/المدينة:,family_resort,,Point,,,13.679539,32.789005,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00020,resorts,مجمع جواهر لاند,العنوان/المدينة:,tourist_village,,Point,,,13.646366,32.787247,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00021,resorts,منتجع دار البحر,العنوان/المدينة:,tourist_village,,Point,,,13.64709,32.787622,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00022,resorts,منتجع وادي بالنور,منتجع وادي بنور WBR,family_resort,,Point,,,13.59408,32.792644,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00023,resorts,منتجع بيتش هاوس,إستراحات بيتش هاوس Beach house,tourist_village,,Point,,,14.058072,32.717408,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00024,resorts,قرية قوس غنيمة السياحية,قرية قوس غنيمة السياحية,tourist_village,,Point,,,14.05612,32.722872,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00025,resorts,منتجع ايليت السياحي,منتجع ايليت السياحي Elite Resorts,tourist_village,,Point,,,13.658897,32.788973,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00026,resorts,قرية شمس البحر,العنوان/المدينة:,tourist_village,,Point,,,14.058758,32.721782,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00017,resorts,قرية لؤلؤة غنيمة العائلية,استراحة لؤلؤة - غنيمة الخمس,family_resort,,Point,الخمس,الخمس,14.058367,32.720385,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00027,resorts,شاليهات ركن النيروز,استراحة النيروز 2,accommodation_resort_other,,Point,,,13.647632,32.788222,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00028,resorts,قرية رأس الحمراء العائلية,Ras Al hamra resorts,family_resort,,Point,,,13.935119,32.774035,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00018,resorts,قرية شاطئ النخيل الذهبي,Palm Beach,tourist_village,,Point,الخمس,الخمس,13.935483,32.773377,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZLI-00001,resorts,قرية أصيل السياحية,قرية أصيل السياحية Aseel Tourist Village,tourist_village,,Point,زليتن,زليتن,14.614519,32.489638,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZLI-00002,resorts,قرية الهُزم السياحية,منتجع الهُزم السياحي Alhozm resorts,tourist_village,,Point,زليتن,زليتن,14.620055,32.489371,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-MIS-00001,resorts,منتجع الأمان السياحي,منتجع الأمان السياحي - Aman Tourist Resort,tourist_resort,,Point,مصراتة,مصراتة,15.001973,32.413207,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-MIS-00002,resorts,منتجع مصراتة,منتجع مصراتة - Misurata Resort,tourist_resort,,Point,مصراتة,مصراتة,15.114877,32.405137,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-MIS-00003,resorts,منتجع فينيسيا/مصراتة,قرية فينيسيا السياحية مصراتة,tourist_resort,,Point,مصراتة,مصراتة,15.030501,32.410642,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-MIS-00004,resorts,قرية زريق السياحية,قرية زريق للإستثمار السياحي / مصراتة,tourist_village,,Point,مصراتة,مصراتة,14.929789,32.431147,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00029,resorts,حي قصور الضيافة_سرت,العنوان/المدينة:,tourist_village,,Point,,,16.615275,31.207768,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00001,resorts,شاليهات ريماس,العنوان/المدينة:,accommodation_resort_other,,Point,بنغازي,بنغازي,19.949189,31.903168,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00002,resorts,قرية شاطيء النخيل,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.954158,31.942865,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00003,resorts,منتجع مارينا بنغازي السياحي,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.959256,31.982998,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00004,resorts,منتجع الصفوة السياحي,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.964499,31.992255,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00005,resorts,منتجع ماربيلا السياحي,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.971313,31.993245,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00006,resorts,مجمع الاصالة السياحي,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.974266,31.99976,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00007,resorts,قرية الفاضل,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,20.009364,32.032708,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00008,resorts,منتجع الأسيل,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,19.996643,32.01888,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00009,resorts,منتجع الماسة السياحي,العنوان/المدينة:,accommodation_resort_other,,Point,بنغازي,بنغازي,20.137676,32.069522,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00010,resorts,منتجع قاريونس العائلي,العنوان/المدينة:,family_resort,,Point,بنغازي,بنغازي,20.039029,32.061734,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00011,resorts,منتجع النخلة الذهبية,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,20.040787,32.069285,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00012,resorts,منتجع فايا لارجو,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,20.042231,32.07227,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BEN-00013,resorts,قرية قمرت السياحية,العنوان/المدينة:,tourist_village,,Point,بنغازي,بنغازي,20.212382,32.278478,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00030,resorts,منتجع التلال الحمامة,العنوان/المدينة:,tourist_resort,,Point,,,21.615861,32.911311,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00031,resorts,منتجع الجراري السياحي - للعائلات,العنوان/المدينة:,family_resort,,Point,,,21.604209,32.905579,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00032,resorts,منتجع ومصيف الحمامة,العنوان/المدينة:,tourist_resort,,Point,,,21.621093,32.916555,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00033,resorts,قرية إيلاف السياحية,العنوان/المدينة:,tourist_village,,Point,,,20.963816,32.719463,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BAY-00001,resorts,شاليهات الحدائق الملكية,العنوان/المدينة:,accommodation_resort_other,,Point,البيضاء,البيضاء,21.595084,32.875231,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-BAY-00002,resorts,منتجع وادي الكوف,العنوان/المدينة:,tourist_resort,,Point,البيضاء,البيضاء,21.563798,32.702,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00034,resorts,منتجع إيلاند السياحي,العنوان/المدينة:,tourist_village,,Point,,,21.940156,32.895682,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00035,resorts,منتجع كنزي السياحي,العنوان/المدينة:,tourist_village,,Point,,,21.972566,32.900884,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00036,resorts,منتجع سوسه,العنوان/المدينة:,tourist_village,,Point,,,22.024943,32.902515,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00037,resorts,مصيف القريه/رأس الهلال,العنوان/المدينة:,tourist_village,,Point,,,22.169169,32.901774,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00038,resorts,منتجع الينابيع السياحي,العنوان/المدينة:,tourist_village,,Point,,,22.190223,32.881896,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00039,resorts,منتجع الاثرون السياحي,العنوان/المدينة:,tourist_resort,,Point,,,22.279024,32.869423,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-DER-00001,resorts,منتجع إيميليا السياحي,العنوان/المدينة:,tourist_resort,,Point,درنة,درنة,22.562236,32.798261,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-DER-00002,resorts,مصيف 1805,العنوان/المدينة:,tourist_resort,,Point,درنة,درنة,22.56117,32.790435,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00040,resorts,منتجع الابرق السياحي,العنوان/المدينة:,tourist_resort,,Point,,,21.954304,32.825786,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00001,resorts,منتج شحات السياحي,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.879472,32.824524,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00002,resorts,منتجع وموتيل الأمان 1,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.894591,32.801446,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00003,resorts,منتجع وموتيل الأمان 3,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.923466,32.826342,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00004,resorts,شاليهات بوعطية,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.897302,32.842844,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00005,resorts,منتجع جود السياحي,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.88843,32.840597,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-KHO-00019,resorts,إستراحات فردية درجة أولى,العنوان/المدينة:,tourist_resort,,Point,الخمس,الخمس,21.867999,32.847121,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00006,resorts,إستراحات فردية,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.867296,32.847073,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00007,resorts,منتجع الاسرة السعيدة,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.873265,32.816855,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00008,resorts,شاليهات بومؤمن,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.84664,32.858583,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SHA-00009,resorts,منتجع سيف للسياحه ولاستثمار,العنوان/المدينة:,tourist_resort,,Point,شحات,شحات,21.903627,32.796428,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-TOB-00001,resorts,منتجع وفندق ريفان السياحي,العنوان/المدينة:,accommodation_resort_other,,Point,طبرق,طبرق,23.959161,32.037293,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00012,resorts,قرية سبتيموس السياحية - زوارة,قرية سبتموس السياحية زوارة Septimus city resort,tourist_village,,Point,زوارة,زوارة,12.008905,32.984675,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00013,resorts,قرية سيمو السياحية - زوارة,قرية سيمو السياحية/Simo Beach Village,accommodation_resort_other,,Point,زوارة,زوارة,12.003852,32.986361,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZLI-00003,resorts,منتجع الهادريان زليتن,العنوان/المدينة:,accommodation_resort_other,,Point,زليتن,زليتن,14.51572,32.502517,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00041,resorts,منتجع سفارى السياحى,العنوان/المدينة:,accommodation_resort_other,,Point,,,15.042599,32.351284,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00014,resorts,قرية اوديسا السياحية,Odessa tourist village قرية أوديسا السياحية (Odessa resort),tourist_village,,Point,زوارة,زوارة,11.97922,32.998387,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00015,resorts,Azul house استراحة ازول,Azul house استراحة ازول,tourist_village,,Point,زوارة,زوارة,12.01918,32.980421,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00016,resorts,DiVano Resort,DiVano Resort,tourist_resort,,Point,زوارة,زوارة,12.068433,32.945782,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00017,resorts,منتجع لاجون Lagoon Resort,Lagoon Resort منتجع لاجون,tourist_resort,,Point,زوارة,زوارة,11.984427,32.997957,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00018,resorts,Barracuda Village - منتجع باراكودا,Barracuda Village,accommodation_resort_other,,Point,زوارة,زوارة,12.024303,32.97578,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00042,resorts,Oea Village - Diar Al Bahr,Oea Village - Diar Al Bahr,tourist_village,,Point,,,13.016186,32.839058,medium,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00043,resorts,قرية قوس غنيمة السياحية,العنوان/المدينة:,accommodation_resort_other,,Point,,,14.056947,32.714701,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00044,resorts,La Vida Resort & Beach Club,,tourist_resort,,Point,,,11.9152032,33.0302204,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00045,resorts,استراحة اونان,,review_required,,Point,,,11.9341875,33.0149375,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00046,resorts,Resort Zuwara,,tourist_resort,,Point,,,11.9616242,33.0121153,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00047,resorts,Beach House,,review_required,,Point,,,11.9945951,32.9924201,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00019,resorts,استراحة سيليا زوارة,,review_required,,Point,زوارة,زوارة,11.9917974,32.992055,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00048,resorts,استراحة نبض الحياة,,review_required,,Point,,,11.9935673,32.9909749,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00049,resorts,Villa Helena,,review_required,,Point,,,11.997503,32.9881858,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00050,resorts,Crystal House إستراحة كريستال,,review_required,,Point,,,12.0019139,32.9874471,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00051,resorts,استرحات انيار المميزة,,review_required,,Point,,,12.0035542,32.9847102,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00052,resorts,اقامة لونا,,review_required,,Point,,,12.0034164,32.9806841,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00053,resorts,استراحة LAREN,,review_required,,Point,,,12.0065542,32.9812015,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00020,resorts,منتجع بالي زوارة/Bali village,,review_required,,Point,زوارة,زوارة,12.0134408,32.982833,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00054,resorts,Sea room,,review_required,,Point,,,12.0508497,32.9564477,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00055,resorts,Guest house,,review_required,,Point,,,12.1091054,32.9266984,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00056,resorts,منتجع الملّاحة,,review_required,,Point,,,12.123346,32.9153001,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00021,resorts,مصيف أبناء الغالي العائلي-زوارة,,family_resort,,Point,زوارة,زوارة,12.156653,32.8987647,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00057,resorts,استراحة فايق بكه,,review_required,,Point,,,12.1522603,32.8915292,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00022,resorts,قصر الضيافة زوارة,,review_required,,Point,زوارة,زوارة,12.1708778,32.8895663,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00058,resorts,استراحة الشاطئ,,beach_resort,,Point,,,12.1716251,32.8935766,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00059,resorts,استراحة دار الضيافة,,review_required,,Point,,,12.1778747,32.883618,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00023,resorts,استراحة فيرونا زوارة,,review_required,,Point,زوارة,زوارة,12.1762961,32.8797646,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00060,resorts,استراحة نوفل,,review_required,,Point,,,12.1195399,32.8886271,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-ZUW-00024,resorts,شاطئ بحر زوارة,,review_required,,Point,زوارة,زوارة,12.2166875,32.8686875,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00061,resorts,المصيف المفتوح تليل,,accommodation_resort_other,,Point,,,12.3641883,32.8196211,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00062,resorts,مصيف مارينا تليل العائلي,,family_resort,,Point,,,12.3873319,32.8166354,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00063,resorts,Lancaster Al Salam Resort - منتجع لانكستر السلام,,tourist_resort,,Point,,,12.3875354,32.8150919,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SAB-00004,resorts,مصيف اللوتس العائلي صبراتة,,family_resort,,Point,صبراتة,صبراتة,12.4009528,32.8137206,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00064,resorts,شاطئ تليل السياحي,,review_required,,Point,,,12.4011661,32.8154572,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00065,resorts,مصيف اللؤلؤة تليل,,accommodation_resort_other,,Point,,,12.4019474,32.8139626,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-SAB-00005,resorts,مصيف النادي البحري العائلي صبراتة,,beach_resort,,Point,صبراتة,صبراتة,12.4067348,32.8151517,low,integrated,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00066,resorts,استراحات الفخامة صبراته,,review_required,,Point,,,12.4063542,32.807409,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00067,resorts,إستراحة الجوهرة - تليل,,review_required,,Point,,,12.4145468,32.8061987,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00068,resorts,استراحة رويال,,review_required,,Point,,,12.4161248,32.8025006,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00069,resorts,استراحة تليل,,review_required,,Point,,,12.42283,32.8050946,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00070,resorts,استراحة روندا,,review_required,,Point,,,12.4269483,32.8040909,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-BAY-00003,resorts,استراحة البيضاء,,review_required,,Point,البيضاء,البيضاء,12.4209751,32.8075063,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00071,resorts,إستراحة المنتزه تليل,,review_required,,Point,,,12.4205464,32.8084013,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-SAB-00006,resorts,استراحة القمر المضيء صبراتة تليل,,review_required,,Point,صبراتة,صبراتة,12.4217421,32.8071196,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00072,resorts,استراحه مرجان,,review_required,,Point,,,12.4217749,32.8031531,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00073,resorts,استراحة ليالي تليل,,review_required,,Point,,,12.4264262,32.8019585,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00074,resorts,استراحة ادم,,review_required,,Point,,,12.4139155,32.8015064,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00075,resorts,إستراحة أبان,,review_required,,Point,,,12.4099281,32.8039298,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00076,resorts,منتجع الفنار السياحي,,review_required,,Point,,,12.4377412,32.8136943,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00077,resorts,مجموعة استراحات الجرف,,review_required,,Point,,,12.4402091,32.8091986,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00078,resorts,إستراحة بيت الفخامه,,review_required,,Point,,,12.4396211,32.8057571,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00079,resorts,استراحة قورينا,,review_required,,Point,,,12.4450891,32.8106826,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00080,resorts,استراحة اتار صبراته,,review_required,,Point,,,12.4504738,32.8105782,low,review_required,Tourist villages and resorts KML,valid
LY-ACC-RES-NAT-00081,resorts,استراحة ميار,,review_required,,Point,,,12.4477989,32.8078261,low,review_required,Tourist villages and resorts KML,valid
